title,n_v02,n_wiki,sim_mean,sim_median,sim_max,sim_p90
1881 in the united states,148,1,0.39913052320480347,0.396534264087677,0.6963621377944946,0.5249293446540833
1886 united kingdom general election,140,3,0.5017450451850891,0.5049529075622559,0.8852524757385254,0.6819424033164978
1888,129,1,0.3117409348487854,0.3017934262752533,0.61244797706604,0.4329896867275238
1890,116,4,0.3364473581314087,0.3189179301261902,0.6528270840644836,0.45895621180534363
18th annual grammy awards,135,1,0.4681374430656433,0.4686070680618286,0.7475749254226685,0.6336688995361328
19 (adele album),69,21,0.5369231700897217,0.5495682954788208,0.8710692524909973,0.6663873791694641
1900 canadian federal election,92,2,0.5582016110420227,0.5478233098983765,0.8974800109863281,0.7054035663604736
1900 united kingdom general election,129,2,0.5460171699523926,0.550366997718811,0.8467390537261963,0.699938178062439
1912 ottoman general election,159,12,0.5554701089859009,0.5726810693740845,0.819604754447937,0.6966543197631836
1913 gettysburg reunion,95,18,0.4874330461025238,0.4881936013698578,0.8877853155136108,0.6124873161315918
1914 atlantic hurricane season,58,3,0.6440871357917786,0.6711782217025757,0.8983450531959534,0.8418015241622925
1914 world series,99,5,0.5739386081695557,0.5750402212142944,0.8291338682174683,0.6887511014938354
1918 san fermín earthquake,80,2,0.5893293023109436,0.5959367752075195,0.8788074254989624,0.7580317854881287
1920×1080,98,1,0.4372040331363678,0.44618934392929077,0.6241430044174194,0.5481507182121277
1922 south american championship,75,1,0.629692554473877,0.6470730304718018,0.8611793518066406,0.7985800504684448
1922 united states house of representatives elections,417,5,0.495362788438797,0.5020709037780762,0.8623475432395935,0.6348804235458374
1924,451,2,0.31374338269233704,0.3067508041858673,0.6193386912345886,0.4305291175842285
1924–25 nhl season,155,9,0.5321481227874756,0.5282817482948303,0.8189471364021301,0.6724923253059387
1925 canadian federal election,153,5,0.5424104928970337,0.5441219806671143,0.8255431056022644,0.7334713339805603
1926 united states house of representatives elections,350,2,0.5103269815444946,0.4948176145553589,0.8432506918907166,0.6590080857276917
1926 united states senate elections,397,3,0.4636620879173279,0.45757099986076355,0.8142786622047424,0.5947630405426025
1930 argentine coup d'état,112,4,0.5928935408592224,0.5990743637084961,0.8902205228805542,0.7498803734779358
1934 montreux fascist conference,126,7,0.5327766537666321,0.565622091293335,0.8802415728569031,0.6875742673873901
1936 united states senate elections,393,4,0.46663108468055725,0.4652022123336792,0.8445943593978882,0.5944452881813049
1936–1939 arab revolt in palestine,306,27,0.48315510153770447,0.48135292530059814,0.8747708201408386,0.6197494864463806
1937 baseball hall of fame balloting,49,4,0.5960186719894409,0.5862240791320801,0.8472234010696411,0.7458784580230713
1937 soviet union legislative election,124,2,0.5335800647735596,0.513609766960144,0.81695556640625,0.7031274437904358
1938 fifa world cup,174,28,0.53673255443573,0.5312467813491821,0.8470262885093689,0.6621876358985901
1940 el centro earthquake,105,4,0.594716489315033,0.5886332988739014,0.8703855872154236,0.7355916500091553
1942 united states senate elections,333,4,0.472273051738739,0.470432847738266,0.867926836013794,0.599269449710846
1943 cairo declaration,134,6,0.5993938446044922,0.6160127520561218,0.857336163520813,0.7686413526535034
1943 world series,118,2,0.6053677797317505,0.6146961450576782,0.8630925416946411,0.7107787132263184
1944 (film),87,5,0.5819931030273438,0.5725066065788269,0.9051741361618042,0.7262435555458069
1944 bombay explosion,82,11,0.5111172199249268,0.5138388872146606,0.9148880243301392,0.6590928435325623
1944 united states presidential election in texas,122,4,0.6425641775131226,0.6417730450630188,0.8837622404098511,0.7545650601387024
1945 in the united states,241,1,0.4002571105957031,0.401930570602417,0.6607904434204102,0.5016990900039673
1946 turin grand prix,55,5,0.5866994857788086,0.5803170204162598,0.8795323371887207,0.7147100567817688
