title,n_v02,n_wiki,sim_mean,sim_median,sim_max,sim_p90
cuerdale hoard,99,28,0.48926740884780884,0.48697608709335327,0.8785924315452576,0.668550431728363
cugel's saga,87,16,0.49829286336898804,0.49945294857025146,0.9124769568443298,0.6560715436935425
cuitláhuac,122,5,0.5487484931945801,0.5545784831047058,0.8429428935050964,0.6802577376365662
culatello di zibello,74,2,0.664795994758606,0.6687774658203125,0.8459210395812988,0.7808746099472046
culiacán,375,12,0.3973163068294525,0.39599162340164185,0.878767728805542,0.5442532300949097
cullen gillaspia,54,1,0.6727270483970642,0.6869713068008423,0.7829486131668091,0.746722936630249
cullompton,233,17,0.4514842927455902,0.45662400126457214,0.8846587538719177,0.5748088955879211
culpa in contrahendo,106,4,0.553315281867981,0.5713914036750793,0.7989810705184937,0.6760145425796509
cult (religious practice),127,4,0.413006991147995,0.40884456038475037,0.8024874329566956,0.5788998007774353
cult of artemis at brauron,92,9,0.5627412796020508,0.5711472034454346,0.8415963649749756,0.7320075631141663
cult of dionysus,128,14,0.48442405462265015,0.48527035117149353,0.781122088432312,0.630365252494812
cultivation of tobacco,244,7,0.41957399249076843,0.41739708185195923,0.7398728132247925,0.5442420244216919
cultural center of the philippines,148,19,0.5149191617965698,0.5110888481140137,0.8482487201690674,0.6373748183250427
cultural competence in healthcare,148,9,0.5436623096466064,0.564090371131897,0.8040918111801147,0.6731891632080078
cultural depictions of catherine of aragon,94,2,0.5456538200378418,0.5403497219085693,0.8614283800125122,0.6757007837295532
cultural impact of michael jackson,225,72,0.4710177481174469,0.47556304931640625,0.7920811176300049,0.5940337777137756
cultural impact of the falklands war,206,7,0.45625773072242737,0.46097517013549805,0.7374365329742432,0.5868626832962036
cultural trait,87,2,0.4714473783969879,0.4682760238647461,0.7813476324081421,0.6304818987846375
culture of bengal,255,4,0.400086373090744,0.39554670453071594,0.7123761773109436,0.5086236000061035
culture of italy,458,84,0.33316946029663086,0.3312416970729828,0.7863050103187561,0.4567258954048157
culture of quebec,557,30,0.43173810839653015,0.4289001226425171,0.8169054388999939,0.5528261065483093
cumberland university,239,4,0.5320470929145813,0.5367947816848755,0.8639435172080994,0.6476725339889526
cumene hydroperoxide,99,2,0.6182617545127869,0.6314097046852112,0.8093913793563843,0.7276979684829712
cummerbund,73,4,0.6038962602615356,0.5927945375442505,0.8949272632598877,0.7284163236618042
"cumming, georgia",127,4,0.5214605927467346,0.532030463218689,0.8712164759635925,0.6732220649719238
cunk on britain,89,2,0.6416870355606079,0.6385136842727661,0.9102190136909485,0.7636779546737671
cunobeline,145,13,0.49867409467697144,0.5047414302825928,0.8579831123352051,0.6639159917831421
cupid's inspiration,86,1,0.5906423330307007,0.6007720232009888,0.7859132289886475,0.7218630909919739
cupiennius,113,4,0.48130619525909424,0.47440192103385925,0.8763478398323059,0.6382741332054138
cupola furnace,120,10,0.5199515223503113,0.535054087638855,0.8472564816474915,0.6629571318626404
cupronickel,128,9,0.5490488409996033,0.561996340751648,0.8150052428245544,0.6826395392417908
cur,100,5,0.576602041721344,0.5687270164489746,0.7976731061935425,0.6784029006958008
cur deus homo,122,1,0.5624935030937195,0.5598301291465759,0.8631142377853394,0.7222997546195984
curate's egg,51,4,0.5582706928253174,0.5729584693908691,0.8311020731925964,0.7277820110321045
curaçao national football team,162,7,0.5886743068695068,0.5938686728477478,0.8372301459312439,0.6915243268013
curculionidae,128,6,0.5325268507003784,0.534501314163208,0.8658039569854736,0.6753780841827393
curevac,187,5,0.5780647993087769,0.5861886739730835,0.8967065811157227,0.687125563621521
curly-tailed lizard,105,9,0.6084519028663635,0.6260802745819092,0.8834390640258789,0.7430671453475952
curonian colonisation,119,4,0.5671838521957397,0.5835682153701782,0.8481113314628601,0.7048086524009705
curse of rocky colavito,134,4,0.5869677066802979,0.5896255970001221,0.8816039562225342,0.7358527183532715
cursive (band),126,1,0.6293737292289734,0.6441365480422974,0.8149069547653198,0.7363303899765015
curtis,85,2,0.45378628373146057,0.3813095688819885,0.8372415900230408,0.7241305708885193
curtis harding,95,6,0.5225008726119995,0.5284054279327393,0.8712461590766907,0.670032262802124
curtis scaparrotti,123,9,0.5435864925384521,0.5404560565948486,0.8796117305755615,0.676369309425354
curtiss p-6 hawk,113,4,0.6008817553520203,0.5980769395828247,0.8746998310089111,0.7556461691856384
curtiss robin,129,4,0.5766478776931763,0.5815041065216064,0.7990686893463135,0.7071012258529663
curtiss t-32 condor ii,92,4,0.6179002523422241,0.6177893877029419,0.8637024164199829,0.7466039657592773
curtiss xbtc,51,11,0.5917065143585205,0.605094850063324,0.8685012459754944,0.7324972748756409
curvularia,93,4,0.5948898196220398,0.6149402856826782,0.8174046277999878,0.7369692921638489
"cushing, maine",85,3,0.5000735521316528,0.5205146074295044,0.8658839464187622,0.660640299320221
custom house tower,61,16,0.49563145637512207,0.506668210029602,0.832237958908081,0.6732944250106812
cut (golden earring album),82,1,0.5904262065887451,0.5746734142303467,0.8885443210601807,0.7028433084487915
cut-eye,66,4,0.644880473613739,0.6550544500350952,0.8203680515289307,0.7553399801254272
cuticle,87,6,0.4989955425262451,0.5101943612098694,0.7812657952308655,0.6993914246559143
cutie honey flash,100,3,0.581279993057251,0.5746244192123413,0.8282232284545898,0.6944430470466614
cutlery,216,5,0.4373858571052551,0.4341367483139038,0.7374987602233887,0.5788081884384155
cuts from the crypt,67,1,0.6060764193534851,0.6139506101608276,0.8276013731956482,0.7164696455001831
cutting on action,81,3,0.5700312852859497,0.5710247755050659,0.8611810207366943,0.7112443447113037
cuttino mobley,164,3,0.49939122796058655,0.49899619817733765,0.9015786647796631,0.635456383228302
cvr college of engineering,127,1,0.5935811996459961,0.633194088935852,0.8841793537139893,0.7343690395355225
cvx-class aircraft carrier,132,7,0.6601400375366211,0.6643595695495605,0.8648838996887207,0.7575616836547852
cw leonis,99,5,0.5040706992149353,0.5043444037437439,0.8352841138839722,0.7076593041419983
cwm rhondda,105,5,0.5673390030860901,0.5703001618385315,0.8832818269729614,0.6990534067153931
cx,140,1,0.3020685017108917,0.30669736862182617,0.5368672609329224,0.4062301516532898
cxcr4,130,8,0.4846033453941345,0.5125737190246582,0.7705996632575989,0.6233594417572021
cy endfield,109,66,0.41704729199409485,0.42574429512023926,0.8522903919219971,0.5789821743965149
cya liu,68,1,0.5043385624885559,0.5139906406402588,0.8195886015892029,0.6361634731292725
cyanoacrylate,143,11,0.5479772090911865,0.5560786724090576,0.8754015564918518,0.6769007444381714
cyanobacterial morphology,110,21,0.4843709468841553,0.5131142139434814,0.8152236938476562,0.6641100645065308
cyanogen,109,7,0.5498906970024109,0.5638291835784912,0.8540299534797668,0.6767228245735168
cyanotic heart defect,216,1,0.5686984062194824,0.5992804169654846,0.8303488492965698,0.7398597002029419
cycladic culture,235,3,0.465248167514801,0.47441303730010986,0.8097212314605713,0.6088730692863464
cyclazodone,61,2,0.7091075778007507,0.7088501453399658,0.8906861543655396,0.8118919134140015
cycling at the 2020 summer olympics – men's road time trial,115,10,0.5489871501922607,0.5500675439834595,0.9025654792785645,0.6962160468101501
cycling in the netherlands,177,13,0.5566214919090271,0.5584343075752258,0.811591386795044,0.6699495315551758
cycloconverter,135,4,0.5728472471237183,0.5832605361938477,0.8049646615982056,0.6929817199707031
cycloid gear,86,7,0.5860735774040222,0.5970772504806519,0.8294759392738342,0.7059917449951172
cyclone cheneso,69,11,0.6437293291091919,0.6793294548988342,0.9057028293609619,0.8147076368331909
cyclone guambe,71,10,0.6212543249130249,0.6495093703269958,0.8759063482284546,0.7810272574424744
cyclone tauktae,159,11,0.570963442325592,0.5763825178146362,0.8729718923568726,0.6997108459472656
cycloserine,166,2,0.4074626564979553,0.3684576153755188,0.8116780519485474,0.649459958076477
cyne,100,4,0.549344539642334,0.5733526945114136,0.8840208649635315,0.6895328760147095
cynthia (singer),92,1,0.6174120306968689,0.6223254203796387,0.8315984010696411,0.6754140257835388
cynthia preston,72,2,0.5696825385093689,0.5768833756446838,0.7352010011672974,0.6621835231781006
cyp1a1,120,2,0.5483490824699402,0.5786978602409363,0.8181247711181641,0.6939992904663086
cypher,100,1,0.34993281960487366,0.34178298711776733,0.5674610137939453,0.473755419254303
cypher (marvel comics),190,53,0.581229031085968,0.5919395089149475,0.8795537352561951,0.7100133299827576
cyprian,128,19,0.5174617171287537,0.5310068130493164,0.8751607537269592,0.6603399515151978
cyril amarchand mangaldas,130,1,0.5910916924476624,0.597093939781189,0.7859858274459839,0.6721649765968323
cyril and methodius,162,5,0.5252655148506165,0.5271582007408142,0.8766742944717407,0.6886325478553772
"cyril radcliffe, 1st viscount radcliffe",120,9,0.44572901725769043,0.4590272903442383,0.8095977306365967,0.6100924015045166
cyril scott,130,3,0.5289774537086487,0.5257475972175598,0.8575881719589233,0.6319524645805359
cyril shaps,77,6,0.587509274482727,0.5965995788574219,0.8343148827552795,0.7290779948234558
cyron melville,75,3,0.5346062779426575,0.5247421264648438,0.8034733533859253,0.7076202034950256
cyrus i,57,6,0.6043829917907715,0.5919554233551025,0.881122350692749,0.7422010898590088
cyrus margono,53,6,0.5806995630264282,0.6020586490631104,0.9174576997756958,0.7748250961303711
cython,126,7,0.658932626247406,0.6586644053459167,0.8636693954467773,0.750471293926239
cytotoxicity,132,5,0.4887216091156006,0.505091667175293,0.8545532822608948,0.6630483269691467
cz 52,84,11,0.5837328433990479,0.5975513458251953,0.9027005434036255,0.7405921816825867
cz 75,148,4,0.5831578373908997,0.5846736431121826,0.864017128944397,0.7007856369018555
czech and slovak federative republic,193,10,0.5349807143211365,0.5212384462356567,0.8705699443817139,0.6712490320205688
czech hedgehog,69,3,0.6297436952590942,0.6498013734817505,0.8560670614242554,0.778322696685791
czech republic national under-21 football team,138,2,0.6201639771461487,0.6191998720169067,0.8552402257919312,0.7448152303695679
czechoslovak language,107,4,0.6377353668212891,0.6462847590446472,0.8662776947021484,0.7268359661102295
czinger,83,1,0.6255871653556824,0.6473677754402161,0.883418083190918,0.7383555769920349
cécile canqueteau-landi,91,6,0.5946721434593201,0.5932172536849976,0.8871135711669922,0.7430015802383423
cécilia rodhe,77,1,0.5041216015815735,0.5184543132781982,0.8723067045211792,0.6425204873085022
cédric doumbé,151,2,0.5129461884498596,0.5435498952865601,0.8751463294029236,0.6964614391326904
césar and rosalie,93,3,0.5340825319290161,0.5606292486190796,0.8586587905883789,0.6883535981178284
césar award for best actress,148,2,0.5330826640129089,0.5345015525817871,0.82969069480896,0.6483444571495056
cíes islands,99,11,0.5225991010665894,0.5269581079483032,0.8908094763755798,0.6645835638046265
călin popescu-tăriceanu,158,16,0.5053257942199707,0.5076957941055298,0.8318163156509399,0.6306589841842651
călărași,175,5,0.5337110161781311,0.541293203830719,0.8559120893478394,0.674105703830719
cần thơ,203,10,0.43537741899490356,0.43357759714126587,0.8281378746032715,0.5719462037086487
d (new york city subway service),70,2,0.5937166810035706,0.5787092447280884,0.8168483376502991,0.7283684611320496
d generation,124,2,0.5289114713668823,0.532305121421814,0.8664469122886658,0.6907385587692261
d n nagar metro station,93,1,0.5129529237747192,0.4939514696598053,0.8063062429428101,0.6952739953994751
d'entrecasteaux-class patrol ship,71,5,0.5922083854675293,0.6017676591873169,0.7737505435943604,0.6954429745674133
d-442 fug,79,10,0.6216404438018799,0.6384828686714172,0.8684384822845459,0.76531982421875
d-class cruiser (germany),82,4,0.5971519351005554,0.5972877740859985,0.8397420048713684,0.728285551071167
d-vhs,101,14,0.5765036940574646,0.5828585624694824,0.8439800143241882,0.6890332698822021
d. j. williams (linebacker),54,4,0.6125285029411316,0.6015332937240601,0.8810912370681763,0.7881335020065308
d. john sauer,99,3,0.5053299069404602,0.49020612239837646,0.8593416213989258,0.680760383605957
d. raja,159,4,0.512630045413971,0.5111501216888428,0.885353147983551,0.6723735332489014
d. santosh,29,1,0.6093196272850037,0.6317827701568604,0.8403761386871338,0.7552630305290222
d. w. moffett,53,3,0.517340898513794,0.502646267414093,0.8331320881843567,0.6338258385658264
d3 publisher,67,2,0.6003855466842651,0.6108835935592651,0.8178515434265137,0.7221055626869202
da band,101,1,0.6055312752723694,0.593870997428894,0.8513491153717041,0.7171207666397095
da hong pao,83,6,0.6172695755958557,0.634211540222168,0.8464863300323486,0.7281015515327454
daas (2005 film),51,4,0.5890591740608215,0.6066699028015137,0.934597373008728,0.743905782699585
dabl,81,2,0.6191645264625549,0.6250370740890503,0.8889524936676025,0.7158086895942688
dachau concentration camp,192,10,0.546405017375946,0.5508894324302673,0.8613037467002869,0.6565155982971191
dachshund,116,42,0.5364940166473389,0.5358517169952393,0.8267061114311218,0.6537278294563293
dad joke,85,4,0.579565167427063,0.576703667640686,0.794244647026062,0.7019851803779602
daddy (psy song),70,10,0.6596171259880066,0.6674717664718628,0.8826189637184143,0.7749732732772827
daddy don't you walk so fast,69,2,0.49069854617118835,0.46151795983314514,0.8019039630889893,0.7086209654808044
daddy yankee,203,16,0.4552833139896393,0.4549245834350586,0.8862951993942261,0.6247471570968628
dadoba pandurang,79,4,0.44801226258277893,0.4385985732078552,0.7468491792678833,0.601631760597229
daegu,332,10,0.4790895879268646,0.49107879400253296,0.8168594837188721,0.6195733547210693
daeil foreign language high school,90,6,0.6050121784210205,0.6188980340957642,0.8723435401916504,0.7417424917221069
daewoo leganza,99,12,0.6106061935424805,0.6172266006469727,0.9069939255714417,0.7145639061927795
daewoo tico,66,2,0.7203706502914429,0.7279062271118164,0.854110836982727,0.7932112216949463
dafne,102,5,0.562510073184967,0.5574989914894104,0.8846938610076904,0.72115558385849
dagenham & redbridge f.c.,182,2,0.5446640849113464,0.5548720359802246,0.8946717381477356,0.7240838408470154
daheala,79,5,0.47938355803489685,0.4780130386352539,0.8448792695999146,0.6102603673934937
dahej–ghogha sea connect,113,4,0.5375574231147766,0.568387508392334,0.8511155843734741,0.7232102155685425
dahiya doctrine,139,1,0.5882523059844971,0.6013284921646118,0.8591822385787964,0.7485350370407104
daihatsu move canbus,114,3,0.5912874341011047,0.6178027391433716,0.8953800201416016,0.740607738494873
daihatsu rocky (a200),163,14,0.5308246612548828,0.53309565782547,0.8463283777236938,0.6889179944992065
daihatsu rocky (f300),84,8,0.5923629403114319,0.6018266677856445,0.8989839553833008,0.7245832085609436
daihatsu wake,66,2,0.6567415595054626,0.6778864860534668,0.8606624007225037,0.755495011806488
daijō-kan,119,10,0.5271004438400269,0.5499231815338135,0.8537791967391968,0.6799400448799133
daikon,127,9,0.5743730068206787,0.5746057033538818,0.853046715259552,0.6867175698280334
dailey & vincent,138,2,0.6972861886024475,0.7001098990440369,0.8311498165130615,0.782735288143158
daily fantasy sports,245,11,0.5717803239822388,0.5759629011154175,0.830052375793457,0.669598400592804
daily paper (clothing),121,1,0.5865955352783203,0.5782012939453125,0.8728695511817932,0.7054996490478516
daimajin,143,12,0.5139447450637817,0.5128458738327026,0.8267862796783447,0.6255048513412476
daishō,119,5,0.6162005066871643,0.6175143718719482,0.9016503691673279,0.7250304818153381
daisuke hirakawa,75,1,0.5347550511360168,0.5248584151268005,0.795074462890625,0.7052690386772156
daisuke ishiwatari,89,2,0.5784181952476501,0.5781397819519043,0.8213950991630554,0.6849989295005798
daisy bates (author),138,17,0.5962062478065491,0.5968488454818726,0.841823160648346,0.7164671421051025
daisy de melker,112,13,0.5356902480125427,0.536804735660553,0.8849821090698242,0.7044461965560913
daisy mccrackin,63,2,0.4896165430545807,0.5338196754455566,0.7423239350318909,0.6641575694084167
daisy soros,79,4,0.5648415684700012,0.5716928839683533,0.8662699460983276,0.6980562210083008
daiya maekawa,71,1,0.6650243401527405,0.6846402287483215,0.8682532906532288,0.7689421772956848
dajuan harris jr.,103,2,0.670837938785553,0.6854948997497559,0.8266333341598511,0.7678054571151733
dakhla airport,122,2,0.6073285341262817,0.6139333844184875,0.8640920519828796,0.7145611047744751
dakini,123,5,0.511598527431488,0.5131943821907043,0.7522146701812744,0.6259809732437134
dakiti,93,8,0.623087465763092,0.6292212009429932,0.8954991102218628,0.7535327672958374
dakota allen,60,3,0.6002668142318726,0.5886437892913818,0.8654279708862305,0.7494425177574158
dakota staton,96,3,0.6057841181755066,0.608559787273407,0.8671092391014099,0.7053647041320801
dakshin haryana bijli vitran nigam,143,2,0.5519876480102539,0.5435401797294617,0.8275342583656311,0.726165771484375
daktari,107,5,0.4426860511302948,0.4448917508125305,0.9232629537582397,0.6278680562973022
dalaguete,176,5,0.5125907063484192,0.5105500221252441,0.8551287651062012,0.6464605927467346
dale creek crossing,61,3,0.577497661113739,0.5865873694419861,0.861522912979126,0.7499335408210754
dale earnhardt,209,24,0.4978342652320862,0.4907704293727875,0.824573278427124,0.6150611639022827
dale griffin,90,4,0.5493457317352295,0.5456730127334595,0.846511721611023,0.6919580101966858
dale shearer,100,1,0.6469509601593018,0.6534013152122498,0.8874370455741882,0.7381553649902344
dale steyn,176,10,0.5993606448173523,0.6029403209686279,0.8455260396003723,0.7093218564987183
dale tallon,115,3,0.659796953201294,0.6586060523986816,0.8954935073852539,0.7585088610649109
dalia itzik,108,5,0.5428401827812195,0.549012303352356,0.9072439074516296,0.6757500767707825
dalit,419,56,0.42087507247924805,0.416130006313324,0.8417373299598694,0.5400650501251221
dalkon shield,202,4,0.5137038826942444,0.5182819962501526,0.8381789326667786,0.6971777081489563
dallas (film),60,3,0.5691437721252441,0.5821887254714966,0.8833596706390381,0.7077382802963257
dallas braden,112,5,0.546033501625061,0.530662477016449,0.840323269367218,0.670352578163147
dalljiet kaur,117,6,0.5049989819526672,0.4979983866214752,0.8629339337348938,0.6501221656799316
dallmayr,70,3,0.5693252682685852,0.5484945774078369,0.8404239416122437,0.7168636322021484
dalma maradona,105,3,0.5086202621459961,0.5244458913803101,0.8247190117835999,0.6573010087013245
dalmanutha,52,1,0.6525992155075073,0.6660676002502441,0.8469598889350891,0.7732571959495544
damages (tv series),161,9,0.4430466890335083,0.4263506531715393,0.895415723323822,0.6372010111808777
damara people,195,12,0.5240486264228821,0.5403839349746704,0.8397688269615173,0.6477246284484863
damascus cover,92,5,0.4423678517341614,0.442203164100647,0.8255901336669922,0.6408383250236511
damascus gate,128,6,0.5582453608512878,0.5693342089653015,0.8457775115966797,0.6843318343162537
damian (musician),50,2,0.6465657949447632,0.6568202972412109,0.8961148262023926,0.7560856342315674
damian kulash,135,6,0.4139597415924072,0.4106127619743347,0.8106786608695984,0.5669721364974976
damian mckenzie,102,10,0.6490758657455444,0.6480371952056885,0.8665666580200195,0.7562437057495117
damian mori,76,6,0.6445642113685608,0.6492921710014343,0.9146853685379028,0.7541186809539795
damian spinelli,88,7,0.4745713174343109,0.45288053154945374,0.757135272026062,0.634168267250061
damian young,54,1,0.5356400012969971,0.527038037776947,0.7170491218566895,0.6550740599632263
damiano david,190,18,0.4775104522705078,0.4681229591369629,0.9277201890945435,0.6250184774398804
damien karras,80,2,0.5456841588020325,0.5424889326095581,0.8109509348869324,0.6813822984695435
damien lewis (filmmaker),91,4,0.4691236913204193,0.46052223443984985,0.7693030834197998,0.6106148958206177
damla sönmez,71,2,0.5730437636375427,0.5610265731811523,0.8562679886817932,0.6943378448486328
damn small linux,115,6,0.5309814810752869,0.5382192730903625,0.8233673572540283,0.6601619124412537
damo suzuki,101,11,0.5181493163108826,0.5113475322723389,0.9080858826637268,0.6456822156906128
damodar (krishna),100,1,0.5385766625404358,0.5380411744117737,0.8064643740653992,0.6382561922073364
damoh lok sabha constituency,96,1,0.5575278997421265,0.5975747108459473,0.8199261426925659,0.7305964231491089
damon beesley,108,1,0.5483960509300232,0.5545282363891602,0.8474937677383423,0.6693896651268005
damon galgut,99,6,0.5707769393920898,0.5586730241775513,0.887893557548523,0.7158821225166321
damon minor,98,6,0.5895928144454956,0.5857546329498291,0.9022513031959534,0.7390894889831543
dan baker (home and away),59,10,0.5263504981994629,0.5238608717918396,0.8716270327568054,0.6673314571380615
dan boneh,109,2,0.5321972370147705,0.5339959859848022,0.8554311990737915,0.7182654142379761
dan christian,108,8,0.5743874311447144,0.5685227513313293,0.8506128191947937,0.6889564990997314
dan deleeuw,80,7,0.5065162777900696,0.5063718557357788,0.8183684349060059,0.7102445363998413
dan flores,115,4,0.5884295105934143,0.5924267768859863,0.8450601100921631,0.7153050303459167
dan goodwin,111,4,0.586700975894928,0.5880402326583862,0.8038774728775024,0.6982688903808594
dan goor,78,1,0.534623384475708,0.5709503889083862,0.8173723220825195,0.6696023941040039
dan henning,96,5,0.5777906775474548,0.5830370187759399,0.8217772245407104,0.7124758958816528
dan jansen,91,6,0.6187423467636108,0.6242976784706116,0.9219589233398438,0.7441835999488831
dan k. webb,121,8,0.46334314346313477,0.47859427332878113,0.7767047882080078,0.5960487127304077
dan leavy,105,2,0.6443414092063904,0.6661479473114014,0.8375118970870972,0.7641181349754333
dan morgan,57,2,0.5884146690368652,0.5851128101348877,0.8684938549995422,0.7389774322509766
dan nelson,66,15,0.5197469592094421,0.523933470249176,0.8491107821464539,0.7058311104774475
dan o'brien (playwright),88,11,0.5293072462081909,0.5295585989952087,0.8629478812217712,0.6706602573394775
dan petry,86,5,0.5748273134231567,0.576653003692627,0.8177061676979065,0.7308016419410706
dan senor,134,6,0.5118544101715088,0.5283707976341248,0.8714823722839355,0.6478930711746216
dan trachtenberg,74,6,0.5252867937088013,0.5287022590637207,0.8064433336257935,0.674504280090332
dan yr ogof,113,3,0.5200418829917908,0.5228376984596252,0.8629983067512512,0.6710312366485596
dan-air,144,9,0.6015338897705078,0.614290177822113,0.8906640410423279,0.7313061356544495
dana brooke,130,10,0.5207779407501221,0.5252212285995483,0.8536062240600586,0.6631314158439636
dana brown (baseball),101,1,0.5992094874382019,0.5903564095497131,0.8387032747268677,0.705212414264679
dana dawson,64,15,0.5629281997680664,0.5694382786750793,0.8793489336967468,0.7403010725975037
dana remus,104,4,0.510638415813446,0.5208233594894409,0.8149410486221313,0.6944128274917603
dana vávrová,73,3,0.5487149357795715,0.5565402507781982,0.8152646422386169,0.7015968561172485
dance in australia,185,6,0.44675105810165405,0.4368048310279846,0.7715082764625549,0.6094440817832947
dances with wolves (soundtrack),116,2,0.5703139305114746,0.5600394010543823,0.8583179116249084,0.7258719205856323
dancing hare,91,2,0.5546454191207886,0.5715339183807373,0.8025991916656494,0.7134163975715637
dancing queen,102,23,0.5545361042022705,0.5634397268295288,0.8585021495819092,0.6743505001068115
dancing with a stranger,105,9,0.5997790694236755,0.6137312054634094,0.904130220413208,0.7381443977355957
dancing's done,72,5,0.6252432465553284,0.6402168273925781,0.9107307195663452,0.7612627744674683
dandan,55,3,0.6518977880477905,0.6902649402618408,0.8939030766487122,0.8025479912757874
dandelions (song),56,1,0.6570700407028198,0.6271868348121643,0.9008066654205322,0.7993714213371277
dandenong ranges,187,8,0.4758540689945221,0.4755464196205139,0.7979180812835693,0.604244589805603
dane bowers,118,9,0.4914339780807495,0.4821227192878723,0.8441365957260132,0.6317211389541626
danfoss,159,1,0.5447937846183777,0.5390541553497314,0.8353553414344788,0.6709820628166199
danger mouse discography,85,1,0.31431904435157776,0.31233519315719604,0.427662193775177,0.36260849237442017
danger uxb,96,5,0.4659411907196045,0.46689826250076294,0.8850864768028259,0.6299886107444763
danger within,40,8,0.4545612037181854,0.46190229058265686,0.886797308921814,0.6447916626930237
dangerfield newby,78,8,0.5411292910575867,0.5484446287155151,0.8640661239624023,0.7156808972358704
dango ouattara,89,1,0.609165608882904,0.6122342348098755,0.8263741731643677,0.7356588244438171
dani chambers,63,1,0.6057972311973572,0.6211550235748291,0.7973847985267639,0.7311071753501892
dani dayan,137,7,0.5153141617774963,0.5173099637031555,0.8806670904159546,0.681024432182312
dani harmer,118,28,0.5099027752876282,0.5122699737548828,0.8907392621040344,0.6621572375297546
dani kind,88,1,0.5780684351921082,0.580126166343689,0.8378642797470093,0.6832873225212097
dani poyatos,64,3,0.6247514486312866,0.6260355710983276,0.8907153606414795,0.7585885524749756
daniel (2019 film),108,1,0.5248965620994568,0.5424836874008179,0.8469790816307068,0.6571711301803589
daniel ammann (boxer),44,1,0.6231763958930969,0.6726471185684204,0.8134235143661499,0.749075174331665
daniel and geo fuchs,164,16,0.5203958749771118,0.5190088152885437,0.8654053211212158,0.6716601848602295
daniel barenboim,172,42,0.4609467387199402,0.45403003692626953,0.8532775044441223,0.5791893005371094
daniel buren,127,7,0.5565730929374695,0.5528265237808228,0.8282202482223511,0.6768356561660767
daniel caesar,169,5,0.5580753684043884,0.5624489784240723,0.829242467880249,0.6516860127449036
daniel carleton gajdusek,140,7,0.46756231784820557,0.4687957167625427,0.8125628232955933,0.6289744973182678
daniel casey,54,3,0.6174762845039368,0.6163562536239624,0.8905428647994995,0.7047631740570068
daniel cerone,90,1,0.5655057430267334,0.5711032152175903,0.8843305110931396,0.7221099734306335
daniel coit gilman,100,4,0.5173169374465942,0.5170078277587891,0.839665412902832,0.6447616219520569
daniel corbett,38,4,0.6038730144500732,0.6030139923095703,0.8987312316894531,0.7931709289550781
daniel day-lewis,162,91,0.47572994232177734,0.47493332624435425,0.8365589380264282,0.6177377700805664
daniel di tomasso,56,2,0.568038284778595,0.5695733428001404,0.8238499164581299,0.6889204978942871
daniel everett,120,6,0.5643486380577087,0.5730448365211487,0.89940345287323,0.714036762714386
daniel fast,87,10,0.5286168456077576,0.5376918315887451,0.8300913572311401,0.6953369975090027
daniel gillies,98,6,0.5049853324890137,0.5119084119796753,0.8740701675415039,0.6512356996536255
daniel giménez cacho,137,2,0.46145007014274597,0.4644148051738739,0.8642371296882629,0.5718119144439697
daniel heuer fernandes,60,2,0.6547254323959351,0.6502800583839417,0.8746449947357178,0.7976632714271545
daniel hollie,79,3,0.6344221830368042,0.6385415196418762,0.8201810717582703,0.77798992395401
daniel humm,154,9,0.5814386606216431,0.5836149454116821,0.8565598130226135,0.6943728923797607
daniel iversen,78,1,0.7087629437446594,0.7157915830612183,0.8755474090576172,0.789202094078064
daniel james jr.,111,8,0.4836766719818115,0.49990224838256836,0.871027946472168,0.6451881527900696
daniel kanu (footballer),75,1,0.6588851809501648,0.6618542671203613,0.8397210836410522,0.7269730567932129
daniel keighran,137,4,0.5798943638801575,0.5977622270584106,0.8922213315963745,0.7175043225288391
daniel küblböck,166,6,0.48324814438819885,0.4793594479560852,0.8053879737854004,0.6494157314300537
daniel levy,58,1,0.3267291486263275,0.3435060381889343,0.48577746748924255,0.42395901679992676
daniel lioneye,103,1,0.5914405584335327,0.6127747297286987,0.8480235934257507,0.7236555814743042
daniel lissing,69,3,0.5367454886436462,0.5235949754714966,0.8573973774909973,0.7087339162826538
daniel marthin,119,10,0.6306358575820923,0.6618270874023438,0.9438236355781555,0.8130113482475281
daniel merriweather,96,5,0.5139039158821106,0.5059149265289307,0.8281583189964294,0.6404654383659363
daniel naumov,68,1,0.6060565114021301,0.6043597459793091,0.8482738733291626,0.6992283463478088
daniel nestor,187,20,0.5844679474830627,0.6005208492279053,0.8463683724403381,0.7106404304504395
daniel niculae,102,1,0.6738467216491699,0.6791942119598389,0.8765885829925537,0.7528666853904724
daniel o'brien (comedian),81,7,0.535033643245697,0.5277795791625977,0.8154160380363464,0.6614865064620972
daniel pemberton,125,10,0.5269261002540588,0.526603102684021,0.8081165552139282,0.6333205103874207
daniel powter,136,10,0.43707528710365295,0.4328972101211548,0.8844696283340454,0.6335040330886841
daniel sprong,81,3,0.6306295394897461,0.6575379371643066,0.9103217124938965,0.7584685683250427
daniel summerhays,116,3,0.598542332649231,0.6054778099060059,0.8949819803237915,0.7561295032501221
daniel vallverdú,162,96,0.5139108300209045,0.5087341666221619,0.9223387241363525,0.6682205200195312
daniel wildenstein,161,12,0.4975784122943878,0.5031356811523438,0.8461955785751343,0.6425417065620422
daniel z. romualdez airport,119,2,0.5939778685569763,0.5871310234069824,0.8718934059143066,0.7109816670417786
