title,n_v02,n_v01,sim_mean,sim_median,sim_max,sim_p90
"""karma bloody karma"" phrase",65,45,0.6461668610572815,0.6469865441322327,0.9968531131744385,0.7809974551200867
'03 bonnie & clyde,102,28,0.5756791234016418,0.5818496942520142,0.8873956203460693,0.7161862254142761
(i'll never be) maria magdalena,93,6,0.4711383581161499,0.49071186780929565,0.9122209548950195,0.690608024597168
(i'm not your) steppin' stone,81,4,0.4851613938808441,0.48711642622947693,0.8624477982521057,0.7199293971061707
(theme from) valley of the dolls,69,4,0.613965630531311,0.6157551407814026,0.9231804609298706,0.7369546294212341
"(what's so funny 'bout) peace, love, and understanding",100,71,0.4719463288784027,0.46164947748184204,0.9956601858139038,0.6895768642425537
...baby one more time tour,65,8,0.5732399821281433,0.568090558052063,0.912476658821106,0.7131666541099548
.223 winchester super short magnum,99,6,0.6597859263420105,0.6643333435058594,0.9239780306816101,0.77269446849823
.257 roberts,96,7,0.6441925168037415,0.6532954573631287,0.8597973585128784,0.760643482208252
.280 british,131,28,0.5594704747200012,0.562454342842102,0.8872867822647095,0.6801825165748596
.30-03 springfield,86,9,0.6538273692131042,0.6613348126411438,0.8794531226158142,0.7628701329231262
.300 norma magnum,101,2,0.6519885659217834,0.6496273875236511,0.8583776354789734,0.7605886459350586
.375 socom,62,5,0.7022485733032227,0.7038992643356323,0.8827208280563354,0.7953108549118042
.401 winchester self-loading,58,4,0.6254577040672302,0.6389477252960205,0.8538874387741089,0.7450354695320129
.416 remington magnum,148,33,0.61234450340271,0.6157283782958984,0.9074172973632812,0.7361395955085754
.45-70,109,24,0.5957518815994263,0.5927797555923462,0.8968796730041504,0.7102360129356384
.at,81,3,0.6447394490242004,0.6354780197143555,0.8957750797271729,0.766418993473053
.ir,73,2,0.6836069226264954,0.6822654604911804,0.9130792617797852,0.7995577454566956
.la,77,5,0.6816356182098389,0.6809445023536682,0.8833069205284119,0.766430139541626
.li,54,2,0.67692631483078,0.6678086519241333,0.8850041031837463,0.7699314951896667
.no,107,19,0.6341362595558167,0.6312476992607117,0.8893998861312866,0.7515475153923035
.tf,106,80,0.6386761665344238,0.6362025737762451,0.9964777231216431,0.7815659046173096
.yt,71,1,0.6602943539619446,0.6672354936599731,0.8776779174804688,0.781659722328186
0-4-2,101,30,0.5074132084846497,0.4959717392921448,0.8683266639709473,0.6238924264907837
0s,194,151,0.4149651825428009,0.4020492136478424,0.9948819875717163,0.5803180932998657
1,115,16,0.45660626888275146,0.4507755637168884,0.8974672555923462,0.6146383285522461
1 + 2 + 4 + 8 + ⋯,179,10,0.5489563941955566,0.5595482587814331,0.8394033908843994,0.6696770787239075
1 news,215,137,0.5810856819152832,0.5747967958450317,0.9968894720077515,0.7179043292999268
"1,2-dichloropropane",84,2,0.6537899374961853,0.6644831895828247,0.8274708986282349,0.7436264753341675
"1,8-bis(dimethylamino)naphthalene",68,11,0.5062947869300842,0.5072364807128906,0.8473348617553711,0.6664050221443176
1-2-switch,88,7,0.5878453850746155,0.5956799983978271,0.819687008857727,0.726479172706604
1-docosanol,96,5,0.5654603242874146,0.5923763513565063,0.8521600365638733,0.7258129715919495
1-hexene,78,5,0.6006011366844177,0.6082121133804321,0.8601541519165039,0.7367666959762573
1-octene,90,4,0.5628174543380737,0.5631660223007202,0.8076452612876892,0.68979811668396
1. fc frankfurt,133,101,0.5434603691101074,0.5351503491401672,0.997531533241272,0.7092801332473755
1. fc slovácko,158,6,0.5955612063407898,0.5976576805114746,0.8787649869918823,0.7219749689102173
10 agorot controversy,64,56,0.6666125655174255,0.6768875122070312,0.9941017031669617,0.8255577683448792
10 cm m. 14 feldhaubitze,74,8,0.6010020971298218,0.596308708190918,0.8507884740829468,0.7329909801483154
10 minutes 38 seconds in this strange world,114,82,0.5339265465736389,0.5334570407867432,0.9959723353385925,0.7208754420280457
10 years discography,86,2,0.44522279500961304,0.40270471572875977,0.8706060647964478,0.664056658744812
"10,000 gecs",128,86,0.5689590573310852,0.5712094902992249,0.9940695762634277,0.7166957259178162
100 (glee),81,12,0.5593668222427368,0.5638243556022644,0.9071537852287292,0.6897920966148376
100 days to heaven,100,62,0.5495609045028687,0.5499721765518188,0.9973740577697754,0.7338578104972839
100 mm anti-tank gun m1977,55,2,0.6399235129356384,0.6613081693649292,0.9096137285232544,0.802483081817627
100 peaks of taiwan,128,5,0.6405682563781738,0.6497452259063721,0.894229531288147,0.7922238707542419
100 years (film),69,4,0.6251235008239746,0.6444106698036194,0.8985483646392822,0.753792405128479
1000 metres world record progression,73,1,0.5694898962974548,0.6018009185791016,0.8020293712615967,0.6884946823120117
1000 yen note,81,12,0.5516526699066162,0.5447157621383667,0.8569087982177734,0.7244172692298889
1001 arabian nights (1959 film),69,7,0.5272657871246338,0.5337417125701904,0.9009970426559448,0.7163622975349426
101 vagina,73,55,0.650804877281189,0.6533030867576599,0.9954096674919128,0.7838084697723389
102nd infantry division (united states),84,13,0.4693754315376282,0.47084537148475647,0.8595961332321167,0.6366295218467712
104 (number),45,1,0.4921931028366089,0.503437876701355,0.785028338432312,0.7245354652404785
105 mm calibre,145,3,0.5854628682136536,0.5853016376495361,0.8516889810562134,0.7047404646873474
106th guards airborne division,107,83,0.537651002407074,0.5305120944976807,0.9974831938743591,0.7051687240600586
10th arrondissement of paris,183,119,0.491238534450531,0.480624794960022,0.995529294013977,0.6588238477706909
10th century in england,261,175,0.500507116317749,0.4954626262187958,0.9960869550704956,0.6388331651687622
10th royal hussars,182,29,0.4609021842479706,0.45902329683303833,0.8956384658813477,0.6374902725219727
111th grey cup,146,41,0.5050479769706726,0.5069178342819214,0.9171847105026245,0.6624057292938232
112th united states congress,327,236,0.4791027307510376,0.4713627099990845,0.9974860548973083,0.626996636390686
116th infantry brigade combat team,150,105,0.5349021553993225,0.5328467488288879,0.9966768622398376,0.6951397657394409
11th army (wehrmacht),156,119,0.5675162076950073,0.5629453659057617,0.9980688095092773,0.7171294689178467
11th century,280,209,0.418658971786499,0.4050291180610657,0.9956762194633484,0.5837944149971008
12 'o' clock (film),58,7,0.5038143396377563,0.5367709398269653,0.9141712188720703,0.7094694972038269
12 angry men (1957 film),155,109,0.5132777690887451,0.5152316093444824,0.990852415561676,0.6988838911056519
12 bar bruise,80,2,0.6248720288276672,0.6315219402313232,0.8771815299987793,0.7709559798240662
12 gauge,65,1,0.37745192646980286,0.3825331926345825,0.5002557039260864,0.4376019835472107
12 monkeys (tv series),141,44,0.44029688835144043,0.43488937616348267,0.877221941947937,0.5895341634750366
12-3 incident,110,87,0.6454314589500427,0.6465777158737183,0.9957177639007568,0.7694911956787109
12-inch coast defense mortar,119,23,0.4933294653892517,0.49633726477622986,0.8698409795761108,0.6351618766784668
12-inch gun m1895,89,20,0.5452219247817993,0.5502992868423462,0.8469178080558777,0.6730603575706482
125th street station (irt lexington avenue line),175,120,0.5577502250671387,0.5453470945358276,0.9967831373214722,0.7056381702423096
13 going on 30,111,30,0.42988699674606323,0.43128034472465515,0.8843575716018677,0.608576774597168
130 53 tk,50,5,0.5658032894134521,0.5677590370178223,0.9100921750068665,0.7736073732376099
133 (number),40,1,0.5613124966621399,0.5981647968292236,0.807863712310791,0.761589765548706
13th airborne division (united states),114,31,0.49839264154434204,0.4953001141548157,0.8482445478439331,0.6271172165870667
13th armored division (united states),85,5,0.5375898480415344,0.5289949178695679,0.8698665499687195,0.6960586905479431
13th parliament of kenya,180,104,0.5724142789840698,0.5611118674278259,0.993118166923523,0.7244149446487427
144 (film),56,3,0.4950220584869385,0.5053254961967468,0.8601316213607788,0.6748477220535278
14th signal regiment (united kingdom),75,7,0.5662262439727783,0.5576819181442261,0.8878332376480103,0.7133094668388367
15 cm kanone 18,36,2,0.6060935258865356,0.61332768201828,0.8687629103660583,0.7765763998031616
15 cm sig 33,84,3,0.620697557926178,0.6179312467575073,0.8707644939422607,0.743736207485199
15 february 2003 anti-war protests,281,204,0.5317737460136414,0.5395696759223938,0.9962172508239746,0.6880209445953369
15 kv ac railway electrification,135,22,0.5323695540428162,0.538851261138916,0.8220475912094116,0.6617052555084229
150 (number),99,1,0.423556923866272,0.430532306432724,0.6449044346809387,0.5672881007194519
1524,39,27,0.5003486275672913,0.4639803469181061,0.9940047264099121,0.7367690205574036
15th gujarat assembly,211,111,0.5295546054840088,0.523364782333374,0.9948914051055908,0.6927388310432434
16 biggest hits (johnny cash album),80,52,0.6047354340553284,0.6049031019210815,0.9973007440567017,0.7599020600318909
160th special operations aviation regiment (airborne),161,125,0.5880617499351501,0.589741051197052,0.9968302249908447,0.7255653142929077
16th infantry regiment (united states),272,104,0.392985463142395,0.3841991424560547,0.8606191873550415,0.5294173955917358
16th legislature of the french fifth republic,203,128,0.5445337295532227,0.5364159345626831,0.9914635419845581,0.6894290447235107
16volt,140,3,0.583264172077179,0.5784810781478882,0.8128637075424194,0.7060480713844299
1700–1750 in western fashion,188,23,0.5522217750549316,0.5567536354064941,0.8404941558837891,0.6612911224365234
1737 kamchatka earthquake,77,5,0.6114290952682495,0.6361376643180847,0.9141663312911987,0.7781935334205627
1757,70,52,0.43247026205062866,0.413301944732666,0.9871313571929932,0.6340053677558899
176 (number),72,1,0.5619452595710754,0.5707481503486633,0.7713276743888855,0.7214760184288025
1766 istanbul earthquake,89,11,0.5965756177902222,0.6036487817764282,0.8887562155723572,0.75350421667099
1769 transit of venus observed from tahiti,139,110,0.5634650588035583,0.5717648267745972,0.9938631057739258,0.7480167150497437
1776 returns,196,158,0.6410203576087952,0.648648738861084,0.9948016405105591,0.7964509129524231
1792,76,61,0.520126223564148,0.5041440725326538,0.9952971935272217,0.6761982440948486
1792 unzen landslide and tsunami,88,5,0.5628983378410339,0.5788912773132324,0.9241847395896912,0.7049751281738281
1825,133,95,0.34440773725509644,0.3187049627304077,0.9979634284973145,0.5257654786109924
1830,82,56,0.400961697101593,0.36484646797180176,0.9867678880691528,0.6190165877342224
1832 united states presidential election,187,146,0.5342631340026855,0.5311604738235474,0.994304895401001,0.6892920732498169
1850s in western fashion,135,98,0.5605113506317139,0.5526367425918579,0.9947737455368042,0.6989298462867737
1852 united states presidential election,173,137,0.5232759118080139,0.5211979150772095,0.9969311952590942,0.6720257997512817
1857,155,118,0.3404825031757355,0.31193697452545166,0.9915040731430054,0.5644175410270691
1859,128,107,0.40377742052078247,0.3675426244735718,0.9949572086334229,0.608106255531311
1864–65 united states house of representatives elections,334,234,0.532760500907898,0.5367899537086487,0.9967854022979736,0.6627240777015686
1868–69 united states house of representatives elections,456,333,0.508554220199585,0.5126360654830933,0.9974668025970459,0.6630035042762756
1869,94,77,0.458920955657959,0.41848278045654297,0.9934585094451904,0.705794632434845
1880s,200,150,0.3697125017642975,0.3528548777103424,0.99491947889328,0.5315603017807007
1881 in the united states,148,106,0.3843456506729126,0.36260563135147095,0.9945125579833984,0.5795997977256775
1886 united kingdom general election,140,102,0.5807503461837769,0.597285270690918,0.9955977201461792,0.7352802157402039
1888,129,89,0.3638627231121063,0.34561866521835327,0.9948591589927673,0.5247406363487244
1890,116,84,0.3784109652042389,0.36438336968421936,0.996253490447998,0.5251938700675964
18th annual grammy awards,135,1,0.5054103136062622,0.5029773116111755,0.8608054518699646,0.667987585067749
19 (adele album),69,25,0.5392096042633057,0.549936056137085,0.8824670910835266,0.676585853099823
1900 canadian federal election,92,71,0.6166927218437195,0.6283431053161621,0.9979944825172424,0.753315806388855
1900 united kingdom general election,129,98,0.5826187133789062,0.5850727558135986,0.9983937740325928,0.7470680475234985
1912 ottoman general election,159,132,0.6014149785041809,0.6172785758972168,0.9937407970428467,0.7635141611099243
1913 gettysburg reunion,95,75,0.5747475624084473,0.5607773065567017,0.9960600733757019,0.7441006302833557
1914 atlantic hurricane season,58,9,0.5674906373023987,0.5437588691711426,0.9107719659805298,0.7919020652770996
1914 world series,99,17,0.6032803058624268,0.6049108505249023,0.844573974609375,0.7278000116348267
1918 san fermín earthquake,80,12,0.5681347250938416,0.5848656892776489,0.9230005741119385,0.7145761847496033
1919 egyptian revolution,1,118,0.6131154894828796,0.6189799308776855,0.9630914330482483,0.736555278301239
1920×1080,98,1,0.42809659242630005,0.43774133920669556,0.6673921346664429,0.5530943274497986
1922 south american championship,75,6,0.6181774139404297,0.6300517320632935,0.9075524210929871,0.7730809450149536
1922 united states house of representatives elections,417,320,0.5103238224983215,0.519694447517395,0.9966731071472168,0.6532176733016968
1924,451,364,0.3352218568325043,0.31996941566467285,0.9964911341667175,0.47105976939201355
1924–25 nhl season,155,14,0.5231332778930664,0.5211083889007568,0.8424910306930542,0.6678736805915833
1925 canadian federal election,153,118,0.5569887757301331,0.5510029792785645,0.995394766330719,0.7309651374816895
1926 united states house of representatives elections,350,253,0.5673772096633911,0.5794464349746704,0.9965375661849976,0.6964164972305298
1926 united states senate elections,397,287,0.4858628809452057,0.4858204126358032,0.9975329637527466,0.614637017250061
1928 coniston killings,98,75,0.5727939009666443,0.5697839856147766,0.9982317686080933,0.7630274891853333
1930 argentine coup d'état,112,83,0.5997381806373596,0.6034787893295288,0.9956844449043274,0.7543893456459045
1934 german referendum,133,99,0.5633132457733154,0.5590134859085083,0.9972434639930725,0.7187263369560242
1934 montreux fascist conference,126,101,0.5914696455001831,0.610373854637146,0.9932833909988403,0.7609017491340637
1936 united states senate elections,393,289,0.4908735156059265,0.4934099018573761,0.9964314699172974,0.6206368207931519
1936–1939 arab revolt in palestine,306,236,0.5602284073829651,0.5664343237876892,0.9939658641815186,0.7106339931488037
1937 baseball hall of fame balloting,49,4,0.6367166638374329,0.6406344771385193,0.8586328029632568,0.7543326616287231
1937 soviet union legislative election,124,100,0.622735321521759,0.6386554837226868,0.9987561702728271,0.7798571586608887
1938 fifa world cup,174,133,0.5835136771202087,0.5793663263320923,0.9954542517662048,0.713737964630127
1940 el centro earthquake,105,9,0.605526328086853,0.6067724823951721,0.9057847261428833,0.729667067527771
1942 united states senate elections,333,248,0.4869975745677948,0.4896473288536072,0.9955183863639832,0.6211462020874023
1943 cairo declaration,134,98,0.5622745156288147,0.557731032371521,0.9921987056732178,0.7614772319793701
1943 world series,118,89,0.5988392233848572,0.6040899753570557,0.9965450763702393,0.7599555253982544
1944 (film),87,70,0.6665947437286377,0.6706480979919434,0.9957120418548584,0.7916679382324219
1944 bombay explosion,82,17,0.5558528900146484,0.5697163343429565,0.9453012943267822,0.6872016787528992
1944 united states presidential election in texas,122,102,0.6591928601264954,0.6657431125640869,0.9956105351448059,0.7868857979774475
1945 in the united states,241,162,0.43322017788887024,0.42341193556785583,0.9969112873077393,0.5991999506950378
1946 turin grand prix,55,8,0.5700110197067261,0.5606019496917725,0.877987265586853,0.6948595643043518
1947 jammu massacres,179,136,0.6150645613670349,0.6159344911575317,0.9955353736877441,0.7441425323486328
1948 nfl season,92,4,0.5278522968292236,0.5255727767944336,0.816450834274292,0.6652436852455139
1949 australian federal election,147,105,0.5168677568435669,0.5103777647018433,0.9942162036895752,0.6844726800918579
1950 college football season,158,23,0.4822905957698822,0.4788816571235657,0.8158884048461914,0.6340446472167969
1950 turkish general election,119,85,0.587877631187439,0.5875635147094727,0.9923832416534424,0.738084614276886
1952 formula one season,221,17,0.5410463213920593,0.5499786734580994,0.8797202110290527,0.694163978099823
1952 madras state legislative assembly election,207,152,0.5374929904937744,0.5327357649803162,0.9975976347923279,0.7110251188278198
1952 united states elections,178,137,0.5137653946876526,0.5085969567298889,0.9946727752685547,0.6879451274871826
1953 waco tornado outbreak,104,77,0.621757447719574,0.6208674311637878,0.9973318576812744,0.7734975218772888
1953–54 la liga,84,2,0.5925202369689941,0.6054610013961792,0.8491544127464294,0.6919779777526855
1954 sino-indian agreement,180,136,0.5842715501785278,0.5874411463737488,0.9954388737678528,0.7412143349647522
1954 united states capitol shooting,157,113,0.501447319984436,0.5001717209815979,0.9947835206985474,0.7006319165229797
1954 united states elections,122,89,0.5555118322372437,0.5598766803741455,0.9968224167823792,0.721966028213501
1955 in the united states,220,154,0.38436686992645264,0.3709123134613037,0.9952100515365601,0.5462098717689514
1955 state of vietnam referendum,165,129,0.6016218066215515,0.5992766618728638,0.9960634112358093,0.7416799068450928
1956 united states presidential election,205,145,0.5232941508293152,0.5194146633148193,0.9968729615211487,0.6844170093536377
1956–57 real madrid cf season,97,4,0.6034036874771118,0.6067973971366882,0.8776243925094604,0.7498095035552979
1957 nfl draft,262,2,0.5655977725982666,0.5770437717437744,0.9094505906105042,0.6946049928665161
1958 fa cup final,116,3,0.5667722821235657,0.5669519901275635,0.9208085536956787,0.7057627439498901
1958 french presidential election,158,113,0.6073169708251953,0.6081969738006592,0.996311604976654,0.7457183599472046
1958 lebanon crisis,143,111,0.5733524560928345,0.5669246315956116,0.995512068271637,0.7495096325874329
1958 lituya bay earthquake and megatsunami,127,25,0.5813605189323425,0.585689902305603,0.9230507016181946,0.702963650226593
1959 nfl championship game,83,2,0.6284115314483643,0.6251041889190674,0.9079373478889465,0.7785842418670654
1959 tibetan uprising,206,143,0.5455325245857239,0.5393914580345154,0.9953868389129639,0.6976377367973328
1959–60 united states network television schedule,151,6,0.5728053450584412,0.5713532567024231,0.8127456903457642,0.6843734979629517
1960 agadir earthquake,130,13,0.5597297549247742,0.560839056968689,0.8784798383712769,0.692653238773346
1960 european nations' cup final,84,65,0.6459758281707764,0.643836259841919,0.993077278137207,0.7935203909873962
1960 republican party presidential primaries,122,95,0.6086398363113403,0.6191829442977905,0.9972044825553894,0.7638425230979919
1960 summer paralympics,98,2,0.6330007910728455,0.6470847129821777,0.921334981918335,0.7470661401748657
1960 united states presidential election in georgia,173,131,0.6028152704238892,0.6123755574226379,0.9903358221054077,0.7598621845245361
1960 united states presidential election in north carolina,130,98,0.6103309988975525,0.6194981932640076,0.9966282844543457,0.7626603245735168
1960–61 football league first division,66,2,0.5867034792900085,0.5667821168899536,0.9013108015060425,0.7380052804946899
1960–61 nhl season,163,37,0.5021858215332031,0.49488115310668945,0.8073992133140564,0.6078486442565918
1962–63 european cup,115,58,0.5214252471923828,0.517024040222168,0.8687782287597656,0.6492584943771362
1964 atlantic hurricane season,133,92,0.5063121914863586,0.4954066872596741,0.9145373702049255,0.637505292892456
1964 rameswaram cyclone,76,13,0.5605226755142212,0.5597570538520813,0.8577065467834473,0.7123177647590637
1964 republican national convention,198,146,0.5698741674423218,0.5704999566078186,0.9961729049682617,0.7021434903144836
1964 united states presidential election in wyoming,119,84,0.5961739420890808,0.596668004989624,0.9970307946205139,0.7852349877357483
1964–65 european cup winners' cup,135,23,0.5552074313163757,0.5540018677711487,0.8222763538360596,0.6877639293670654
1964–65 inter-cities fairs cup,143,15,0.5732713341712952,0.5695536136627197,0.8569448590278625,0.7078298926353455
1965 highway 101 sniper attack,55,46,0.5995901823043823,0.5944341421127319,0.9951584339141846,0.7632942199707031
1965 nba draft,115,10,0.49361833930015564,0.47839581966400146,0.8463265299797058,0.6446585059165955
1965 usaf kc-135 wichita crash,68,5,0.5775122046470642,0.5842812061309814,0.8942593336105347,0.7296438813209534
1966 24 hours of le mans,168,66,0.5133207440376282,0.5142945647239685,0.8537033796310425,0.6393498778343201
1966 baltimore orioles season,85,5,0.5486237406730652,0.5466012954711914,0.7977876663208008,0.681647002696991
1966 european cup winners' cup final,87,18,0.6165174245834351,0.6241176128387451,0.9305790066719055,0.7524871826171875
1966 nba finals,157,120,0.6533302068710327,0.6544798612594604,0.9929120540618896,0.7893063426017761
1966 notre dame fighting irish football team,162,8,0.4954286813735962,0.4718160629272461,0.8945413827896118,0.6595351696014404
1967 american football league season,154,4,0.48763731122016907,0.47947126626968384,0.878653347492218,0.643984854221344
1967 hong kong riots,148,111,0.5887606739997864,0.594092607498169,0.9934799671173096,0.7372239232063293
1967 nba finals,117,15,0.6347224712371826,0.6450245380401611,0.8767515420913696,0.7380859851837158
1968 united states presidential election in kentucky,121,94,0.6022361516952515,0.6078105568885803,0.9955578446388245,0.787408709526062
1968 united states presidential election in missouri,101,78,0.6510509848594666,0.652834415435791,0.9955401420593262,0.806108295917511
1968 united states presidential election in south carolina,139,111,0.6267180442810059,0.6368765234947205,0.9960177540779114,0.7865697145462036
1968–69 serie a,74,1,0.6305222511291504,0.6664569973945618,0.8013850450515747,0.771084725856781
1969 northern ireland riots,218,184,0.5703781843185425,0.5684126615524292,0.9969080090522766,0.7228796482086182
1969–70 football league,111,8,0.5493563413619995,0.5440756678581238,0.8385198712348938,0.6967285871505737
1970 bhola cyclone,159,123,0.5903264880180359,0.5892609357833862,0.998047947883606,0.739968478679657
1970 british annapurna south face expedition,109,87,0.4949343204498291,0.49546849727630615,0.9208813309669495,0.6182383894920349
1970 nebraska cornhuskers football team,124,13,0.5477280616760254,0.5392570495605469,0.8940398693084717,0.6772204637527466
1970 south african general election,105,87,0.5902852416038513,0.5950443744659424,0.9941056370735168,0.7547955513000488
1970s in music,265,185,0.48318344354629517,0.47874513268470764,0.9928197860717773,0.63899165391922
1970–71 fa cup,154,18,0.5684922933578491,0.565852165222168,0.8872999548912048,0.7229535579681396
1971 dutch general election,119,90,0.6066585779190063,0.6108012199401855,0.9985535740852356,0.7589611411094666
1971 jvp insurrection,196,156,0.6236482262611389,0.6301891803741455,0.9934226274490356,0.7576909065246582
1971 marshall thundering herd football team,125,12,0.5515143871307373,0.5396628379821777,0.8910707235336304,0.6917644739151001
1971 nhl amateur draft,104,4,0.5733423829078674,0.567206859588623,0.7674165964126587,0.6939245462417603
1972 (ep),47,2,0.6482096314430237,0.6507997512817383,0.8841786980628967,0.7678349018096924
1972 united states presidential election in kentucky,155,119,0.6264667510986328,0.64397132396698,0.9968037605285645,0.7974861264228821
1972–73 nhl season,197,7,0.5064115524291992,0.5065345764160156,0.8820450305938721,0.6273759007453918
1973 bangladeshi general election,83,66,0.6620559096336365,0.6660168170928955,0.9977523684501648,0.8197977542877197
1973 ncaa university division basketball tournament,125,7,0.5714758634567261,0.5674117803573608,0.9408227205276489,0.7139093279838562
1973 nfl season,159,111,0.47544872760772705,0.45458048582077026,0.9973188638687134,0.6470134258270264
1973 vfl grand final,109,19,0.5759382843971252,0.5713618993759155,0.9102113246917725,0.7661851644515991
1974 atlantic hurricane season,145,74,0.5066608786582947,0.5007239580154419,0.9117149114608765,0.6363908052444458
1974 brisbane flood,87,66,0.606440007686615,0.6074559688568115,0.9974803924560547,0.7814786434173584
1974 football league cup final,93,2,0.6267989873886108,0.624915599822998,0.9346694946289062,0.7469147443771362
1974 minnesota vikings season,101,21,0.5191815495491028,0.5105677247047424,0.8389632701873779,0.6503714323043823
1974 nba draft,99,9,0.5424612760543823,0.5457239151000977,0.8410900235176086,0.6742991209030151
1974–75 aba season,131,9,0.5534931421279907,0.5508089661598206,0.9124984741210938,0.7066890001296997
1974–75 european cup,102,64,0.6152362823486328,0.6113854646682739,0.9960854649543762,0.8443508744239807
1975 formula one season,154,50,0.5073370337486267,0.5019348859786987,0.8617501258850098,0.6230103373527527
1975 major league baseball season,178,114,0.49395889043807983,0.4765505790710449,0.9946770071983337,0.6772047281265259
1975 pacific northwest hurricane,42,3,0.6772099733352661,0.6867587566375732,0.9009315371513367,0.8077937364578247
1975 portadown killings,117,89,0.5843666791915894,0.5868086814880371,0.9960609674453735,0.7537170052528381
1975 stanley cup finals,95,12,0.6291577816009521,0.6327939033508301,0.8755103349685669,0.7706333994865417
1975–76 manchester united f.c. season,94,1,0.5989405512809753,0.5910502672195435,0.8249891996383667,0.7119584083557129
1976 24 hours of le mans,111,36,0.5473698973655701,0.5494478344917297,0.849811315536499,0.6586323976516724
1976 argentine coup d'état,212,160,0.540919840335846,0.5343981981277466,0.995360255241394,0.6940684914588928
1976 formula one season,196,58,0.5362311005592346,0.5333443880081177,0.8641543388366699,0.6688608527183533
1976 nigerian coup attempt,118,91,0.590070903301239,0.5896067023277283,0.9957538843154907,0.7386175990104675
1976 pittsburgh steelers season,132,21,0.5549861788749695,0.5588170886039734,0.8239663243293762,0.6960857510566711
1976 seattle seahawks season,118,74,0.5193424820899963,0.5071656703948975,0.8628889322280884,0.6382853388786316
1976 united states senate election in massachusetts,77,61,0.6207112669944763,0.6279329657554626,0.9963006377220154,0.7709857225418091
1976 vfl grand final,61,8,0.6454101204872131,0.6443859338760376,0.8871212005615234,0.7977284789085388
1976–77 montreal canadiens season,139,5,0.5889056324958801,0.590294599533081,0.8493848443031311,0.7182357311248779
1977,412,342,0.3020033836364746,0.2803870737552643,0.9966248869895935,0.4614517390727997
1977 australian referendum,139,111,0.5836110711097717,0.5859835743904114,0.9936191439628601,0.7434442639350891
1977 kerala legislative assembly election,144,112,0.5936436057090759,0.5982001423835754,0.9924795627593994,0.7456315159797668
1977 nestlé boycott,173,134,0.6335335373878479,0.6338789463043213,0.9939441084861755,0.7589322328567505
1978 gator bowl,93,3,0.6237717270851135,0.627628743648529,0.9241390228271484,0.7757030129432678
1978 in british music,109,67,0.43994084000587463,0.41881367564201355,0.9908726811408997,0.6705237030982971
1978 karnataka legislative assembly election,108,77,0.5912210941314697,0.6159339547157288,0.99521803855896,0.7773782014846802
1978 nba finals,202,47,0.5865656137466431,0.5848233699798584,0.8564844727516174,0.7146102786064148
1978 united states senate election in massachusetts,96,66,0.5803235173225403,0.5831888914108276,0.9947842359542847,0.740436315536499
1978–79 seattle supersonics season,102,4,0.6131522059440613,0.6179496049880981,0.8612552881240845,0.759428083896637
1979 conservative party election slogan,94,65,0.5956662893295288,0.5854250192642212,0.9940742254257202,0.7853103280067444
1979 french open – men's singles,65,1,0.6751542687416077,0.6614012122154236,0.8995606303215027,0.8471474647521973
1979 italian general election,211,156,0.5864790081977844,0.5897943377494812,0.998573362827301,0.7479896545410156
1979 machchhu dam failure,133,105,0.5973009467124939,0.6018955707550049,0.9950202107429504,0.7591136693954468
1979 qatif uprising,106,90,0.6205654740333557,0.6171592473983765,0.9984253644943237,0.7689763903617859
1979 scottish devolution referendum,182,138,0.6064901947975159,0.6092078685760498,0.9963057637214661,0.7575713992118835
1979–80 united states network television schedule,179,3,0.5077464580535889,0.5163883566856384,0.7388393878936768,0.629824697971344
1980 ballon d'or,81,1,0.6346625089645386,0.6449099779129028,0.880862832069397,0.7867424488067627
1980 chilean constitutional referendum,126,94,0.539267897605896,0.5336399078369141,0.99592524766922,0.7198842763900757
1980 in american television,108,72,0.4311475455760956,0.41601669788360596,0.9920164346694946,0.6268091201782227
1980 in british television,182,125,0.41739240288734436,0.4086584448814392,0.9942086935043335,0.5730797052383423
1980 nhl entry draft,176,2,0.5646536946296692,0.5722235441207886,0.8295565843582153,0.6714407205581665
1980 october surprise,159,130,0.6040482521057129,0.6084166169166565,0.994318962097168,0.7551095485687256
1980 seoul national university hospital attack,80,66,0.6181154847145081,0.6196705102920532,0.9950519800186157,0.7769635915756226
1980 surinamese coup d'état,166,117,0.4995035231113434,0.49583137035369873,0.9925164580345154,0.6581823825836182
1980 united states presidential election in oklahoma,147,99,0.5842557549476624,0.5960808992385864,0.9959169030189514,0.7604342699050903
1981 in film,160,105,0.38885343074798584,0.3670516312122345,0.993977963924408,0.5579774379730225
1981 major league baseball strike,141,106,0.5970219373703003,0.5930399298667908,0.9887630939483643,0.7539362907409668
1981 new zealand general election,142,112,0.5816964507102966,0.5837437510490417,0.9971342086791992,0.7457813024520874
1981 san francisco 49ers season,196,25,0.5436044335365295,0.5415831804275513,0.8810969591140747,0.6581608653068542
1981 wimbledon championships,112,5,0.5043575763702393,0.4936181306838989,0.839119017124176,0.6368612051010132
1982 formula one world championship,222,162,0.5629183053970337,0.5542751550674438,0.9957416653633118,0.6994562149047852
1982 new york jets season,204,15,0.494830459356308,0.49004584550857544,0.9065873622894287,0.6006590127944946
1983 (tv series),80,66,0.6602059602737427,0.66258704662323,0.9944479465484619,0.797881543636322
