title,n_v02,n_v01,sim_mean,sim_median,sim_max,sim_p90
adlerhorst,89,74,0.5988851189613342,0.5881307125091553,0.9960149526596069,0.7687392830848694
adlet,47,12,0.582870364189148,0.5959939956665039,0.8512452840805054,0.712356448173523
adminer,55,1,0.6392145156860352,0.6322950124740601,0.9245667457580566,0.7982330918312073
administratium,48,2,0.6017860770225525,0.6145612001419067,0.7668930888175964,0.7405762672424316
administrative divisions of france,211,127,0.5167245864868164,0.5134983062744141,0.9960775971412659,0.6675233840942383
administrative divisions of greece,90,69,0.5733287930488586,0.576765775680542,0.9943056702613831,0.7466170191764832
administrative divisions of hyderabad,107,76,0.6146183013916016,0.6046104431152344,0.9938840866088867,0.7605045437812805
administrative divisions of moldova,157,112,0.5577244758605957,0.5498338937759399,0.9957454204559326,0.7122804522514343
administrative divisions of singapore,131,90,0.5591223239898682,0.5469409227371216,0.9928880333900452,0.731876790523529
admiral muskwe,81,6,0.6414964199066162,0.6509712934494019,0.9255078434944153,0.7829917669296265
adnan samad khan,52,2,0.6192534565925598,0.627213716506958,0.91908198595047,0.7396188974380493
ado ibrahim,84,55,0.6200659275054932,0.6097225546836853,0.9966781735420227,0.7613195776939392
adobe air,136,15,0.5765284895896912,0.5762338638305664,0.8403769135475159,0.6935633420944214
adolf hamann,83,67,0.530713677406311,0.5265617966651917,0.9962287545204163,0.7298089265823364
adolf meyer (psychiatrist),133,107,0.6088538765907288,0.6061685681343079,0.9967483282089233,0.7570266127586365
adolf reichwein,104,78,0.5366527438163757,0.5326926708221436,0.9978635907173157,0.7259842157363892
adolfo valencia,75,54,0.6210469603538513,0.6144101023674011,0.9961982369422913,0.7698380947113037
adolphe sax,78,8,0.6126675605773926,0.6075741052627563,0.9241244792938232,0.746667742729187
adonal foyle,129,91,0.5105023384094238,0.5104732513427734,0.9966781139373779,0.7019491791725159
adoni assembly constituency,146,93,0.5210021734237671,0.5142027139663696,0.9969185590744019,0.7093873023986816
adonis garcía,56,39,0.6058540940284729,0.588125467300415,0.996035099029541,0.7784836888313293
adoption in ancient rome,130,98,0.606904923915863,0.6123450398445129,0.9947889447212219,0.76414954662323
ador welding,119,4,0.6299152970314026,0.6431900858879089,0.869655966758728,0.7340297698974609
"adoration of the magi (botticelli, 1475)",94,76,0.5835669636726379,0.5793055295944214,0.9938158988952637,0.7447878122329712
adragon de mello,52,7,0.515600860118866,0.510500431060791,0.916042685508728,0.67831951379776
adrar plateau,100,4,0.5109285712242126,0.5079794526100159,0.8951497077941895,0.6758915185928345
adrian borland,154,48,0.47897765040397644,0.4808879792690277,0.8725649118423462,0.6067667603492737
adrian dunbar,127,84,0.47344842553138733,0.4623778760433197,0.9932389855384827,0.6261030435562134
adrian martinez (actor),73,5,0.49702173471450806,0.5011094212532043,0.7385484576225281,0.615242063999176
adrian peterson,292,164,0.485230028629303,0.4698118567466736,0.9959341287612915,0.6549563407897949
adrian stephen,95,72,0.530203640460968,0.5273770093917847,0.9968385696411133,0.7246275544166565
adrian sutil,135,79,0.5174283981323242,0.5253386497497559,0.8710848689079285,0.6648411154747009
adrian wooldridge,125,90,0.5876497626304626,0.5898665189743042,0.9930132627487183,0.7547366619110107
adriana abascal,56,5,0.5299239754676819,0.5310953855514526,0.860321044921875,0.7081299424171448
adriana farmiga,84,3,0.5439591407775879,0.5362383127212524,0.8861698508262634,0.6942105293273926
adriana ozores,148,3,0.5257717967033386,0.5447641611099243,0.8484777808189392,0.669844925403595
"adriano (footballer, born february 1982)",161,38,0.5733515024185181,0.5649548768997192,0.9067460894584656,0.6837424635887146
adriano espaillat,181,117,0.5734303593635559,0.5717125535011292,0.9976763725280762,0.7246846556663513
adrien rabiot,118,45,0.5165305733680725,0.517765998840332,0.9158118367195129,0.6869948506355286
adulis,148,118,0.5955986976623535,0.5935595035552979,0.9957380294799805,0.7617347240447998
adult daycare center,175,117,0.5799699425697327,0.5772607326507568,0.9931939840316772,0.7062965631484985
adult trainee,82,3,0.538560688495636,0.5402883887290955,0.880084216594696,0.6825578212738037
advance he,228,151,0.5788872241973877,0.5766428112983704,0.9937655925750732,0.7206552624702454
advanced audio coding,180,65,0.5627798438072205,0.5735503435134888,0.8567615747451782,0.6772295236587524
advanced energy,71,3,0.568515419960022,0.5745445489883423,0.8269836902618408,0.6704582571983337
advanced extremely high frequency,141,100,0.6179636716842651,0.6146049499511719,0.9943252205848694,0.7667837142944336
advanced oxidation process,177,10,0.5689404010772705,0.597382664680481,0.8569502830505371,0.7035342454910278
advanced placement exams,224,157,0.5624091625213623,0.5551504492759705,0.9915626645088196,0.6929479837417603
advanced spaceborne thermal emission and reflection radiometer,134,7,0.5100513696670532,0.5110884308815002,0.851805567741394,0.6699535846710205
advanced squad leader,189,49,0.5414860248565674,0.5442744493484497,0.8779529929161072,0.660729706287384
advanced tactical laser,103,73,0.6486732363700867,0.65062415599823,0.9966244697570801,0.7723426222801208
advent christian church,79,6,0.5063177943229675,0.5017001628875732,0.8205495476722717,0.6721256971359253
adventhealth orlando,137,18,0.5643223524093628,0.5875425934791565,0.8789655566215515,0.714043378829956
adventure comics,130,19,0.521880030632019,0.517667293548584,0.8361901044845581,0.6268436312675476
adventure of a lifetime,121,9,0.5046833753585815,0.5094112157821655,0.8899224996566772,0.7050003409385681
adventure time (season 5),100,49,0.4631820023059845,0.4602815508842468,0.9230333566665649,0.6025644540786743
adventures with purpose,86,8,0.5289584994316101,0.537168025970459,0.8336129188537598,0.6854943037033081
advertising to children,190,133,0.5898483991622925,0.5878419876098633,0.994736909866333,0.7363640069961548
advisory opinion on kosovo's declaration of independence,262,201,0.6045767664909363,0.6110429167747498,0.9964478015899658,0.7697983384132385
ady an,108,63,0.47904545068740845,0.49955493211746216,0.9911594986915588,0.6792075634002686
adyashanti,76,5,0.5821545720100403,0.5815972685813904,0.900933027267456,0.7216227054595947
adélaïde labille-guiard,118,102,0.6387965679168701,0.6357170343399048,0.9971259832382202,0.7522902488708496
aelia paetina,67,58,0.6691401600837708,0.6749984622001648,0.9990817308425903,0.8105427026748657
aemilia gens,129,104,0.5552986860275269,0.5481270551681519,0.9969592094421387,0.7137818336486816
aeneas,171,45,0.51387619972229,0.5197246074676514,0.8308007121086121,0.6272778511047363
aeration,99,3,0.4768727421760559,0.48522815108299255,0.7275001406669617,0.6315929889678955
aerial bomb,270,197,0.4770270884037018,0.47119492292404175,0.9968606233596802,0.6266617178916931
aeriél miranda,49,3,0.584671139717102,0.5787283182144165,0.9022969007492065,0.717644989490509
aero contractors (nigeria),157,110,0.6060118675231934,0.6154900789260864,0.9948859214782715,0.7652668952941895
aero country airport,64,1,0.558107316493988,0.5549628138542175,0.8399266004562378,0.705156147480011
aerodynamic force,139,2,0.5217900276184082,0.5173065662384033,0.8616757392883301,0.6802921295166016
aeromar,116,82,0.6640560626983643,0.6611936092376709,0.9949575662612915,0.811672568321228
aeronautics defense systems,121,80,0.5702168345451355,0.5638914108276367,0.9904959201812744,0.7516997456550598
aeroparque jorge newbery,1,69,0.6281834840774536,0.6363134384155273,0.9795090556144714,0.7394821643829346
aerospace manufacturer,272,181,0.5017578601837158,0.49799221754074097,0.9856728315353394,0.6589506268501282
aes corporation,266,174,0.5741561055183411,0.5698206424713135,0.9958007335662842,0.7071550488471985
aes implementations,149,3,0.4955694377422333,0.5044293999671936,0.7614548206329346,0.5781638622283936
aesculus glabra,116,6,0.4876940846443176,0.5146336555480957,0.7846102118492126,0.6620232462882996
aesop rock,138,89,0.5343900322914124,0.5422426462173462,0.9934920072555542,0.6902260184288025
aesop rock discography,150,3,0.440558522939682,0.4201793074607849,0.8031051158905029,0.6112383008003235
aev 3 kodiak,61,20,0.5591449737548828,0.5700458288192749,0.8867130279541016,0.7437130808830261
aew world championship,91,19,0.5767236351966858,0.571347177028656,0.8843203186988831,0.7055391073226929
afar language,113,86,0.5742397308349609,0.5855292677879333,0.9967665672302246,0.7508499622344971
affandi,86,8,0.5728254318237305,0.5666474103927612,0.8927350044250488,0.6935852766036987
afghani burger,63,1,0.7828591465950012,0.7922054529190063,0.9083415269851685,0.8513927459716797
afghanistan football federation,175,111,0.6277059316635132,0.6212501525878906,0.9918913841247559,0.7542597055435181
afl,142,106,0.3371732532978058,0.3006134033203125,0.9961344003677368,0.585723876953125
afl commission,138,15,0.5486907362937927,0.554611086845398,0.8525207042694092,0.6756091713905334
aflatoon (1997 film),49,3,0.42638105154037476,0.4137299656867981,0.8978825211524963,0.6735726594924927
africa (roman province),189,141,0.4776478707790375,0.4674004912376404,0.9978369474411011,0.6462904810905457
africa star,104,14,0.549906313419342,0.5636497735977173,0.8739146590232849,0.7117705345153809
african continental free trade area,231,147,0.5998983979225159,0.5972724556922913,0.9945084452629089,0.7250003814697266
african olive pigeon,56,7,0.6549522876739502,0.6611932516098022,0.919173002243042,0.7767011523246765
african orthodox church,132,107,0.5702282786369324,0.5667876601219177,0.9935240745544434,0.7357156872749329
african renaissance,199,139,0.5346351861953735,0.530207633972168,0.9923863410949707,0.6985412836074829
african striped weasel,78,45,0.5372099876403809,0.5495010614395142,0.9193668365478516,0.7009975910186768
african union of railways,186,123,0.5933782458305359,0.61404949426651,0.9930245280265808,0.753422737121582
african-american culture,479,313,0.4223294258117676,0.4131835699081421,0.9935073852539062,0.5660520792007446
afrikaans,224,161,0.5720598101615906,0.5645554065704346,0.9957556128501892,0.7081113457679749
afrikaans phonology,75,10,0.5597141981124878,0.5710631012916565,0.9140836000442505,0.7350063920021057
afrikan spir,100,85,0.6242223381996155,0.6143451929092407,0.9961228370666504,0.7936486601829529
afrikaner calvinism,249,187,0.5481007099151611,0.545181155204773,0.991969108581543,0.6980816721916199
afrikaner volksfront,127,99,0.6375511884689331,0.6640163064002991,0.9950337409973145,0.7897661924362183
afro puffs,57,2,0.5744236707687378,0.571958065032959,0.8375812768936157,0.7439273595809937
afro-argentines,179,132,0.5579134821891785,0.5501156449317932,0.9933265447616577,0.7154159545898438
afro-asians,310,222,0.49040982127189636,0.4944981038570404,0.9942532777786255,0.6521212458610535
afro-bahamians,226,154,0.48928502202033997,0.47695815563201904,0.9963503479957581,0.6653738617897034
afro-barbadians,194,122,0.4622705578804016,0.45653173327445984,0.9935721158981323,0.6159102320671082
afro-iranians,121,87,0.5910015106201172,0.5902454853057861,0.9935771226882935,0.7401230931282043
afro-punk,151,115,0.6156436204910278,0.6224697828292847,0.9935147762298584,0.7574081420898438
afrocentricity,138,100,0.5975080132484436,0.6144834756851196,0.993054211139679,0.7943779826164246
afropithecus,61,10,0.5720425248146057,0.5893254280090332,0.8866591453552246,0.7412000298500061
afshar experiment,92,8,0.636472761631012,0.6511226892471313,0.9107950925827026,0.7871202230453491
afsluitdijk,143,101,0.5762583017349243,0.5708751082420349,0.9948179721832275,0.7205466628074646
after dark (andy gibb album),56,7,0.5938902497291565,0.5990047454833984,0.9323357939720154,0.7266066074371338
after the disco,97,9,0.5453155636787415,0.5504281520843506,0.8620679974555969,0.6851927042007446
after the quake,173,126,0.5314989686012268,0.5253708958625793,0.9921392798423767,0.7048135995864868
after the war (gary moore album),70,3,0.594046413898468,0.6005445718765259,0.8557040691375732,0.7064264416694641
after the wind,105,3,0.5816730856895447,0.589766800403595,0.8946531414985657,0.7413281798362732
after you've gone (song),79,1,0.5619195103645325,0.5718928575515747,0.8315432071685791,0.7467181086540222
aftermarket,125,1,0.41383159160614014,0.42873430252075195,0.7628044486045837,0.5422908067703247
afterparty,58,1,0.5188778042793274,0.5160679221153259,0.7686508893966675,0.6206322312355042
aftershow,100,8,0.4964373707771301,0.508053719997406,0.8706839084625244,0.6283727288246155
afula,216,147,0.4950738251209259,0.49609822034835815,0.9962922930717468,0.681069016456604
afzal ansari,112,64,0.5855428576469421,0.5815157294273376,0.9962877035140991,0.7530992031097412
aga cooker,104,9,0.572685182094574,0.573318600654602,0.8584635257720947,0.6883826851844788
agadez region,219,149,0.536346435546875,0.5354260206222534,0.9971194863319397,0.7003040313720703
against heresies (irenaeus),155,6,0.5766570568084717,0.5779193639755249,0.8567271828651428,0.7242110371589661
agama (hinduism),177,50,0.5103297829627991,0.5201065540313721,0.8531045317649841,0.6582692265510559
agama (lizard),96,7,0.5583068132400513,0.5569576025009155,0.9093917608261108,0.6956294178962708
agaricus subrufescens,143,114,0.5167919993400574,0.5266968011856079,0.9934096336364746,0.7063627243041992
agartala–smvt bengaluru humsafar express,66,2,0.6391361951828003,0.6774570941925049,0.8681978583335876,0.7956516146659851
agassi–sampras rivalry,126,7,0.6984570026397705,0.7007523775100708,0.8915563821792603,0.7934436798095703
agatha and the curse of ishtar,72,2,0.5667040944099426,0.5670419931411743,0.904822051525116,0.7022852301597595
agathis,123,5,0.5093295574188232,0.5170865058898926,0.8236098289489746,0.6706509590148926
agaw languages,132,2,0.6009755730628967,0.5891890525817871,0.8833595514297485,0.744858980178833
age of liberty,184,147,0.5066319108009338,0.4990059733390808,0.997275710105896,0.6684015393257141
age verification system,251,171,0.6008268594741821,0.6027073264122009,0.9914467334747314,0.7227810025215149
agenesis of the corpus callosum,127,9,0.5831466317176819,0.6027831435203552,0.8906391263008118,0.7118869423866272
agent (comics),46,40,0.6659924983978271,0.6604267358779907,0.9976905584335327,0.7970300316810608
agent 47,132,27,0.5466901659965515,0.5479775071144104,0.8712510466575623,0.6577718257904053
agent liberty,93,75,0.6156691312789917,0.6223065853118896,0.9960505366325378,0.7652004361152649
agent sai srinivasa athreya,102,16,0.49143609404563904,0.5059902667999268,0.8692611455917358,0.6724017858505249
ageratina adenophora,84,7,0.49731048941612244,0.48474669456481934,0.8360949754714966,0.6360636353492737
ageratum conyzoides,131,4,0.5209237337112427,0.5315059423446655,0.7967190146446228,0.6507812142372131
aggregate films,69,1,0.6111786365509033,0.6500519514083862,0.7800775766372681,0.7427090406417847
aggregatibacter actinomycetemcomitans,134,5,0.5298357605934143,0.5527245998382568,0.8565367460250854,0.6844522953033447
agha shahid ali,121,86,0.5300818085670471,0.5461966395378113,0.9954627156257629,0.7142810821533203
agnes browne,84,5,0.46414265036582947,0.44896331429481506,0.8315836191177368,0.6601343154907227
agnes denes,97,67,0.5858737230300903,0.583792507648468,0.9923208951950073,0.7357778549194336
agnes of bohemia,98,76,0.6271990537643433,0.6163227558135986,0.99622642993927,0.7753798365592957
agnes of rome,103,12,0.5687494277954102,0.5617438554763794,0.8884634971618652,0.7114996910095215
agnete kirk thinggaard,91,2,0.5692589282989502,0.5956817269325256,0.8988296985626221,0.7391234636306763
agnez mo,143,100,0.5305781364440918,0.5210921764373779,0.9960952401161194,0.6757920384407043
agni sakshi (1982 film),43,6,0.47745075821876526,0.4905397295951843,0.9092801213264465,0.7100057005882263
agnieszka radwańska,209,156,0.6102914214134216,0.6115046739578247,0.8924380540847778,0.7240073680877686
agnimitra paul,114,67,0.5610756278038025,0.56148362159729,0.9963874220848083,0.7466920614242554
agnus dei,134,4,0.5347009897232056,0.5236111879348755,0.8534466028213501,0.7151729464530945
"agoncillo, batangas",143,8,0.5686497092247009,0.5774635076522827,0.9224205613136292,0.730242908000946
agrarian party of russia,112,80,0.639634370803833,0.648064136505127,0.9982448816299438,0.7873563170433044
agricola (book),202,157,0.5276898145675659,0.5361793637275696,0.9973474144935608,0.698976993560791
agricultural extension,192,134,0.58301842212677,0.5846903920173645,0.9920310974121094,0.7148200869560242
agricultural facility protection laws,276,206,0.57935631275177,0.575806736946106,0.9970983266830444,0.7116097211837769
agricultural produce market committee,202,135,0.6158682107925415,0.6219186782836914,0.9928176403045654,0.7476937174797058
agriculture in sweden,258,160,0.5628049969673157,0.5632379055023193,0.9927611947059631,0.7067798376083374
ags entertainment,105,3,0.5901201963424683,0.6098089814186096,0.881348192691803,0.7313287258148193
agua fresca,102,2,0.6050231456756592,0.596968412399292,0.833795428276062,0.7172133922576904
agustawestland aw119 koala,144,106,0.5588064193725586,0.5554440021514893,0.9970523118972778,0.7134127020835876
agustinia,63,9,0.6381126046180725,0.6638931035995483,0.9182354807853699,0.8028436899185181
agustín pichot,95,9,0.6137230396270752,0.6137378215789795,0.8825801610946655,0.7309602499008179
"agustín álvarez (footballer, born may 2001)",83,5,0.6525664329528809,0.6503607034683228,0.9416003227233887,0.7826009392738342
ah meng,85,6,0.6539231538772583,0.6549888849258423,0.8870669603347778,0.7805882692337036
ah my buddha,62,43,0.4636326730251312,0.4526475667953491,0.8202766180038452,0.6619237661361694
ah-so,53,1,0.7023616433143616,0.6980230808258057,0.8477909564971924,0.7836841940879822
ahamefule j. oluo,91,6,0.5515068769454956,0.5433415174484253,0.8600180149078369,0.6791332364082336
ahimsa (2023 film),64,44,0.5665121674537659,0.5586976408958435,0.9831502437591553,0.7326894998550415
ahmad musa jibril,132,94,0.5531426668167114,0.5577907562255859,0.9950788617134094,0.7272446155548096
ahmad shah durrani,181,140,0.578611433506012,0.583494246006012,0.995398998260498,0.7384414076805115
ahmed abdallah,80,61,0.5917606353759766,0.5969583988189697,0.9984249472618103,0.7537932991981506
ahmed abdu jaber,49,2,0.6514346599578857,0.6744289398193359,0.8762654066085815,0.7779621481895447
ahmed abou el fotouh,68,4,0.6281943321228027,0.6221880316734314,0.9128661155700684,0.7524685263633728
ahmed al-darbi,89,62,0.6090233325958252,0.6160441637039185,0.9908865094184875,0.7632656097412109
ahmed isah,80,57,0.569416344165802,0.563440203666687,0.996014416217804,0.7423994541168213
ahmed jan thirakwa,68,8,0.6487292051315308,0.6546398401260376,0.8827763795852661,0.756981372833252
ahmed khadr,104,76,0.578964352607727,0.5769193768501282,0.9967007637023926,0.7375394105911255
ahmedabad city police,190,107,0.5838085412979126,0.5789873600006104,0.9940887689590454,0.7214371562004089
ahmedabad stock exchange,71,3,0.6711983680725098,0.6835831999778748,0.9180888533592224,0.7697796821594238
ahn jae-hyun,122,8,0.542660117149353,0.5504726767539978,0.8734132051467896,0.6910326480865479
ahn sung-ki,124,91,0.5431723594665527,0.5422608852386475,0.9931142330169678,0.6789531111717224
ahsanuddin amanullah,53,33,0.5668383836746216,0.5543756484985352,0.996524453163147,0.8101162910461426
ahtisaari plan,194,133,0.5744591951370239,0.5664687156677246,0.9971681833267212,0.7175958752632141
ahura mazda,192,155,0.5824080109596252,0.5820032358169556,0.9963608384132385,0.7231758236885071
ai fukuhara,97,57,0.5477373003959656,0.5393766760826111,0.9976192712783813,0.7377620339393616
ai haruna,120,87,0.5534934997558594,0.543799638748169,0.9976580739021301,0.7287367582321167
ai to makoto,59,41,0.5927037000656128,0.5822817087173462,0.9938636422157288,0.7532970905303955
ai-complete,69,5,0.6126307845115662,0.6225513219833374,0.8272572159767151,0.7465012073516846
aia group,170,109,0.570665180683136,0.5624778270721436,0.9942410588264465,0.721890389919281
aibo,183,47,0.5163931250572205,0.5184845924377441,0.8427800536155701,0.6477773785591125
aidamar,74,3,0.5818219184875488,0.5729613900184631,0.8783529996871948,0.7331644296646118
aidan devine,48,1,0.5454837083816528,0.5588323473930359,0.8682651519775391,0.6900420784950256
aidan heslop,102,13,0.6356209516525269,0.6357890367507935,0.9293312430381775,0.7570045590400696
aidan keena,124,26,0.6359187960624695,0.6400941610336304,0.9065834283828735,0.7654594779014587
aidarus al-zoubaidi,135,94,0.6440094113349915,0.6471092104911804,0.9958069324493408,0.7818699479103088
aidc t-5 brave eagle,100,75,0.6741228103637695,0.6762773394584656,0.9927180409431458,0.7975286841392517
aiguille du dru,106,7,0.576533854007721,0.5811771750450134,0.8180402517318726,0.6909888386726379
ailsa chang,88,68,0.5969088077545166,0.5908044576644897,0.9958826899528503,0.7646956443786621
aim-7 sparrow,150,45,0.5565199255943298,0.5641883611679077,0.830075740814209,0.6716709733009338
aim-97 seekbat,45,3,0.724179208278656,0.7264485359191895,0.9070169925689697,0.7980050444602966
aiman,63,46,0.5870499014854431,0.5799868106842041,0.9912330508232117,0.85003662109375
aimar sher,55,11,0.6691641807556152,0.6566680669784546,0.8951255083084106,0.7953792214393616
aimen dean,96,74,0.5803801417350769,0.5784275531768799,0.9933928847312927,0.732380211353302
aimoré,123,98,0.5403393507003784,0.5503355264663696,0.9916725158691406,0.7359833121299744
aimée de heeren,83,65,0.558750569820404,0.5427758693695068,0.998094379901886,0.7668099403381348
"ain't got no, i got life",120,84,0.5817248821258545,0.5789352655410767,0.9938153624534607,0.7460898160934448
ainsley seiger,54,35,0.5809719562530518,0.5741625428199768,0.9977982044219971,0.7950284481048584
aintree motor racing circuit,106,6,0.5429391860961914,0.5584979057312012,0.8616107702255249,0.6954775452613831
ainu in russia,149,121,0.6371768116950989,0.6413741707801819,0.9962905645370483,0.7799390554428101
air (2015 film),49,6,0.40251579880714417,0.3733663558959961,0.9083042144775391,0.6432706117630005
air (disambiguation),180,1,0.3430372178554535,0.347337543964386,0.6831326484680176,0.4606131911277771
air (french band),188,21,0.5179914832115173,0.5237172842025757,0.8366833329200745,0.6475198864936829
air ambulances in the united states,137,92,0.5893495678901672,0.5809415578842163,0.9944348335266113,0.731708824634552
air america (airline),161,126,0.580742597579956,0.5779857635498047,0.9974324107170105,0.7438731789588928
air atlanta icelandic,83,11,0.6424158215522766,0.6580605506896973,0.8960901498794556,0.7538732290267944
air costa,91,6,0.66910719871521,0.6644846200942993,0.9339200258255005,0.777216911315918
air education and training command,303,53,0.483112633228302,0.4781419038772583,0.9303052425384521,0.6055014729499817
air engagements of the gulf war,168,132,0.5808376669883728,0.590214729309082,0.9934036731719971,0.7154284715652466
air france flight 422,55,6,0.5575092434883118,0.5469443798065186,0.9031521081924438,0.7213428616523743
air incheon,67,5,0.7146604657173157,0.7146707773208618,0.9298666715621948,0.8218167424201965
air raid precautions,159,114,0.5611259341239929,0.5594289302825928,0.9946540594100952,0.7149105668067932
air time (rides),68,5,0.5559280514717102,0.5516548156738281,0.7928090691566467,0.6977028846740723
air transport of the british royal family and government,228,166,0.5779663920402527,0.5725600719451904,0.9956667423248291,0.7204012870788574
air travel,331,209,0.4542527496814728,0.446492075920105,0.999597430229187,0.6067336797714233
air vanuatu,159,100,0.6329344511032104,0.6325863599777222,0.9948483109474182,0.7748445868492126
airboat,140,31,0.5162133574485779,0.5145176649093628,0.8455281257629395,0.64010089635849
airborne aircraft carrier,96,12,0.4610453248023987,0.4415284991264343,0.8400653600692749,0.6301451921463013
airborne express,117,2,0.5030503869056702,0.5189818739891052,0.8494971990585327,0.6407156586647034
airborne radioactivity increase in europe in autumn 2017,96,74,0.6656849384307861,0.6673096418380737,0.9912117719650269,0.8011506795883179
airbreathing catfish,134,4,0.5489340424537659,0.5483230948448181,0.9097665548324585,0.7082998156547546
airbreathing jet engine,358,41,0.46695443987846375,0.4650571048259735,0.8557364344596863,0.6035215854644775
airburst round,156,2,0.565483033657074,0.5731569528579712,0.7703260183334351,0.6590117812156677
airbus cc-330 husky,109,73,0.6385078430175781,0.6387527585029602,0.9946781396865845,0.7644481062889099
airbus defence and space,312,201,0.5203193426132202,0.5150071382522583,0.9954490661621094,0.6706706881523132
airco dh.2,71,16,0.6196497082710266,0.6240018010139465,0.888384222984314,0.7496305704116821
aircraft boneyard,134,5,0.5617274641990662,0.5609439015388489,0.8621034622192383,0.6858803629875183
aircraft canopy,121,9,0.5261999368667603,0.5306272506713867,0.8422647714614868,0.6750101447105408
aircraft ground handling,210,4,0.502476692199707,0.4975953996181488,0.7815696001052856,0.6153386235237122
"airlie beach, queensland",131,10,0.5233961939811707,0.5168768167495728,0.8880883455276489,0.6254740953445435
airline (1998 tv series),120,12,0.5278137922286987,0.5248560905456543,0.8261155486106873,0.6497159600257874
airline alliance,177,131,0.5998439788818359,0.5959515571594238,0.9923715591430664,0.734724760055542
airline deregulation act,146,111,0.6002758741378784,0.6010608077049255,0.9924081563949585,0.7512699961662292
airport authority hong kong,177,109,0.6081583499908447,0.6034138202667236,0.9903448820114136,0.7396707534790039
airs above the ground,101,6,0.5831606984138489,0.5790648460388184,0.8311798572540283,0.7142025232315063
airship of clonmacnoise,72,13,0.519636869430542,0.5367547869682312,0.8284696340560913,0.6829028725624084
airspace class,116,17,0.5986314415931702,0.6022486686706543,0.860237717628479,0.701769232749939
airtel payments bank,156,93,0.5877869725227356,0.582790732383728,0.9926391839981079,0.7238577604293823
airy function,110,20,0.5729346871376038,0.5741332173347473,0.8618553876876831,0.7237877249717712
air–fuel ratio,131,18,0.5298810601234436,0.5363360047340393,0.8549071550369263,0.6896352171897888
aishwariyaa bhaskaran,69,5,0.539478600025177,0.5555189847946167,0.8424820303916931,0.6840259432792664
aishwarya,41,31,0.5482805967330933,0.5189608335494995,0.9951987862586975,0.808051586151123
aisleyne horgan-wallace,96,54,0.510365903377533,0.49576354026794434,0.9943734407424927,0.6477354764938354
aitchison college,216,158,0.4976024329662323,0.49332195520401,0.9979333877563477,0.6699196100234985
aix cathedral,117,16,0.4992389380931854,0.49671313166618347,0.8741901516914368,0.6198276281356812
aix-en-provence,347,223,0.4836277365684509,0.48150745034217834,0.9972658753395081,0.6319515705108643
aiyaz sayed-khaiyum,186,109,0.556937575340271,0.567188024520874,0.9974227547645569,0.7248959541320801
ajai sanders,48,3,0.5796049237251282,0.591084361076355,0.950820803642273,0.721773087978363
ajax,181,127,0.3423091769218445,0.3212663233280182,0.9962800145149231,0.5742286443710327
ajay rao,86,2,0.5574278831481934,0.5655615329742432,0.8665299415588379,0.6903717517852783
ajay ratra,86,3,0.6218281984329224,0.6097617149353027,0.9057909250259399,0.7706525325775146
ajay singh yadav,86,47,0.5270211696624756,0.5143429040908813,0.9942913055419922,0.7092730402946472
ajda pekkan,111,78,0.6241208910942078,0.6211007833480835,0.9954633712768555,0.750667154788971
ajeromi-ifelodun,184,122,0.5537204742431641,0.5488988757133484,0.9963489174842834,0.7334457039833069
ajeya,26,2,0.5498382449150085,0.5364491939544678,0.930367112159729,0.7692034840583801
ajitanatha,98,4,0.5513747334480286,0.5496729612350464,0.7937607765197754,0.6775776743888855
aju varghese,84,3,0.49955904483795166,0.48630231618881226,0.7772455215454102,0.6473758816719055
ak-205,46,4,0.7337247729301453,0.7368818521499634,0.8863277435302734,0.8127080202102661
akali movement,153,127,0.6156052947044373,0.6173761487007141,0.9974660277366638,0.7369964122772217
akan religion,202,141,0.5232346653938293,0.5234700441360474,0.9912617802619934,0.6803627610206604
akara,119,81,0.6138345003128052,0.619172215461731,0.9902138113975525,0.7656777501106262
akash vijayvargiya,147,88,0.5816084742546082,0.576090931892395,0.9957371354103088,0.7240554094314575
akashiyaki,52,4,0.6172842383384705,0.6105647087097168,0.8708817958831787,0.7498924136161804
akhil bharatiya marathi sahitya sammelan,178,114,0.6169835329055786,0.6114602088928223,0.9960182905197144,0.750830352306366
akhtar hussain malik,92,73,0.6065983176231384,0.5968421697616577,0.9962189793586731,0.7859901189804077
akhtar mengal,176,117,0.6492353081703186,0.6422913074493408,0.9958434700965881,0.7662600874900818
akhyar rashid,99,25,0.5653630495071411,0.5734685659408569,0.8779187202453613,0.7078177332878113
aki aleong,59,7,0.5101651549339294,0.4970966577529907,0.8641617894172668,0.641541600227356
akie abe,127,77,0.5558341145515442,0.5500122904777527,0.9942845702171326,0.6916054487228394
akif javed,68,5,0.6018143892288208,0.6149939298629761,0.8800074458122253,0.7507472038269043
akilah hughes,122,82,0.5087974071502686,0.5066432952880859,0.9905257821083069,0.6755577325820923
akimbo,71,1,0.3882986605167389,0.40641647577285767,0.5456898212432861,0.47150304913520813
akimbo alogo,89,2,0.6257305145263672,0.6434724926948547,0.931267499923706,0.7803800702095032
akira (planned film),108,72,0.5836145281791687,0.5862885117530823,0.9925177693367004,0.7245118618011475
akira tozawa,147,72,0.5450082421302795,0.5375369787216187,0.9101109504699707,0.678878903388977
akira yoshizawa,61,6,0.6204522848129272,0.618367075920105,0.8603648543357849,0.7166599035263062
